,Ticker,Description,Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow (Quarterly YoY Growth),3-Month Performance,Basic EPS (FY),EPS Diluted (TTM),EBITDA (TTM),Gross Profit (MRQ),Gross Profit (FY),Total Revenue (FY),EPS Diluted (FY),Last Year Revenue (FY),Net Income (FY),Current Ratio (MRQ),Debt to Equity Ratio (MRQ),Net Debt (MRQ),Quick Ratio (MRQ),Total Assets (MRQ),Total Debt (MRQ),Total Current Assets (MRQ),Dividend Yield Forward,Dividends Paid (FY),Dividends per Share (FY),Gross Margin (TTM),Operating Margin (TTM),Pretax Margin (TTM),Net Margin (TTM),6-Month Performance,YTD Performance,Yearly Performance,1-Year Beta,Volatility,Price to Revenue Ratio (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Total Shares Outstanding
415,AMCR,Amcor plc,11.78,17540649797.733894,21.65639725,0.554,44000.0,Process Industries,0.60422961,6.86881188,-60.31128405,1.02915952,0.5297,0.5518,2068000000.0,670000000.002896,2800000000.01077,14544000000.056,0.529,14544000000.056,805000000.0031,1.27456962,1.86745473,6863000000.03644,0.71017651,17292000000.0918,7425000000.039431,5849000000.03106,4.1004186,-732000000.002819,0.4775,19.12914532,9.90159073,7.69075222,5.62820167,-8.11232449,-1.09151973,0.59777968,0.7139734,1.52931181,1.19693314,11.95105566,22865800000.0,1489020000.0
416,CLX,Clorox Company (The),142.15,17539148771.634876,42.97161732,3.2872,9000.0,Consumer Non-Durables,-43.38624339,7.5277895,1300.0,-2.61697609,3.7526,3.2696,905000000.0,620000000.0,2491000000.0,7107000000.0,3.7286,7107000000.0,462000000.0,0.87711443,6.46975806,2931000000.0,0.50149254,6153000000.0,3209000000.0,1763000000.0,3.3594303,-571000000.0,4.66,35.17966198,9.65771907,7.64096009,5.75202386,-0.94076655,1.29694292,-13.84848485,0.804985,1.56904508,2.47264835,22.58183852,19010300000.0,123385000.0
420,TW,Tradeweb Markets Inc.,74.38,17431587412.06133,58.63106721,1.3179,1046.0,Finance,29.97123295,52.12918054,9.48049869,32.82142857,1.1262,1.2959,575455000.0,242337000.0,905139000.0,1076447000.0,1.0944,1076447000.0,226828000.0,6.59791839,0.00525674,-1082559000.0,6.59791839,6136601000.0,28668000.0,1287498000.0,0.42116344,-64569999.99999999,0.32,84.85019043,33.9244019,36.50289693,22.96409244,6.88317287,13.10827251,-7.95693602,0.9662626,2.52994213,13.4987004,30.07824949,11256100000.0,208010192.0
421,SWKS,"Skyworks Solutions, Inc.",108.58,17390288089.571968,14.26170407,7.8355,11150.0,Electronic Technology,-17.54540645,17.04858263,-30.08130081,24.07724831,7.8522,7.7943,2247900000.0,646700000.0,2505400000.0,5485500000.0,7.8089,5485500000.0,1275200000.0,2.63256989,0.44148839,1828200000.0,1.64463281,8873800000.0,2414500000.0,3229900000.0,2.2310183,-373100000.0,2.3,45.66865976,28.3961645,26.91592533,23.24631763,0.05528935,17.76572668,-21.69335064,1.1937363,2.46105632,3.26452457,8.73335274,15565200000.0,160161000.0
423,OMC,Omnicom Group Inc.,84.84,17300243579.414635,13.6877247,6.2708,71700.0,Commercial Services,-22.41086587,8.95488964,-9.40536339,15.8225256,6.5693,6.2304,2395500000.0,632400000.0,2527100000.0,14289400000.0,6.5297,14289400000.0,1407800000.0,0.94684937,1.75080293,3084600000.0,0.94684937,24132200000.0,6378000000.0,12030100000.0,3.283302,-592300000.0,2.8,18.07407822,15.24501289,13.35523367,9.12599462,22.10708117,2.60007256,16.15553122,0.85613126,0.94071707,1.23229743,8.92121339,16996300000.0,203916000.0
424,MRO,Marathon Oil Corporation,27.09,17203986650.327095,5.43691185,5.2194,1531.0,Energy Minerals,1496.92307692,37.06480986,113.66223909,-12.83783784,1.202,5.207,5456000000.0,1083000000.0,2138000000.0,5601000000.0,1.2005,5601000000.0,946000000.0,1.08432744,0.37936891,3135000000.0,1.04195804,17858000000.0,4244000000.0,2636000000.0,1.2363123,-141000000.0,0.18,55.88733864,45.79475812,49.18503064,48.71560829,12.406639,1.53673163,35.65348022,0.96234816,4.65804067,2.48067805,3.86982576,18308800000.0,635068000.0
426,UI,Ubiquiti Inc.,284.11,17168431114.977484,52.71338773,5.5544,1377.0,Electronic Technology,-39.90351981,21.09077775,-65.98650566,-18.82571429,6.1382,5.5521,437416000.0,171368000.0,669812000.0,1691692000.0,6.1348,1691692000.0,378657000.0,1.96839228,-2.62623513,717869000.0,0.8258256,937239000.0,854766000.0,711562000.0,0.82003623,-148055000.0,2.4,36.49732705,24.41443883,22.99017657,19.62543497,-6.53661425,3.45945159,4.12299348,0.97524893,3.06370391,10.22076921,42.07338274,18462400000.0,60428800.0
427,PKI,"PerkinElmer, Inc.",135.28,17088018113.349882,28.99958141,4.7948,16700.0,Health Technology,60.90691825,25.86971147,-45.54147154,0.03697404,8.1202,4.778,1461424000.0,350844000.0,2680068000.0,5067169000.0,8.0848,5067169000.0,943283000.0,2.09760717,0.64324548,4143633000.0,1.84301465,13823764000.0,4544658000.0,3116480000.0,0.20207852,-32373000.0,0.28,49.40839698,22.20280697,18.31035156,13.25151326,-12.4627928,-4.6719752,-17.68786127,1.2096198,2.85417363,3.84071162,14.81155869,19370200000.0,126316000.0
431,COO,"The Cooper Companies, Inc.",340.85,16822441491.223583,44.37116801,7.8237,14000.0,Health Technology,-14.07859596,13.61383146,-67.30593607,23.33996743,7.8256,7.7636,921200000.0,498200000.0,1986800000.0,3308400000.0,7.7626,3308400000.0,385800000.0,1.19793782,0.41874922,2865800000.0,0.70684268,11492300000.0,3004400000.0,1533600000.0,0.01741756,-3000000.0,0.06,59.47408191,16.4092489,14.3660269,11.66389603,4.35674484,2.07840436,-10.2081138,1.2587005,1.73205558,5.16433671,21.56708413,16426099999.999998,49354400.0
432,EXPD,"Expeditors International of Washington, Inc.",105.52,16792071330.310434,11.32559509,9.6003,19070.0,Transportation,37.01208048,5.03674248,290.92538169,7.29028978,8.3685,9.5112,2173507000.0,653345000.0,2351699000.0,16523517000.0,8.2657,16523517000.0,1415492000.0,1.87995233,0.1427562,-1656116000.0,1.87995233,6607526000.0,498418000.0,5087621000.0,1.2439659,-195766000.0,1.16,13.858616,11.1330967,11.25130275,8.36196111,2.69586375,0.92778575,-4.69653179,1.0635004,2.4691358,0.92427197,7.12915504,12769700000.0,159136000.0
433,TRGP,"Targa Resources, Inc.",73.84,16715558955.863571,72.88643838,1.0759,2430.0,Utilities,126.73729348,10.30824981,-82.89932886,6.3670412,-0.0704,1.0338,3439700000.0,748500000.0,2093300000.0000005,17440400000.0,-0.0704,17440400000.0,71200000.0,0.73586351,2.3793169,10878800000.0,0.59698854,19389900000.0,11257500000.0,2497300000.0,1.8579961,-187500000.0,0.4,12.08386881,10.77980036,4.39941552,2.2481207,7.52876074,0.79170079,29.20384952,0.8121759,2.34295416,0.76374069,8.80399041,27122000000.0,226375000.0
434,HWM,Howmet Aerospace Inc.,40.19,16627087360.13094,39.66617575,1.0317,19900.0,Electronic Technology,196.89922481,5.02815768,9.52380952,11.82526433,0.5954,1.0185,1244000000.0,337000000.0,1134000000.0,4972000000.0,0.5885,4972000000.0,258000000.0,2.06082549,1.30827987,3828000000.0,0.89355539,9929000000.0,4282000000.0,2846000000.0,0.39603958,-19000000.0,0.04,23.77184913,18.01287948,9.86200552,8.00367985,7.23052295,2.00507614,31.90022973,1.0238094,1.32350737,3.12198712,16.55704734,16873599999.999998,413712000.0
436,DGX,Quest Diagnostics Incorporated,145.76,16600237663.132048,14.35046955,10.3444,49000.0,Health Services,15.31190926,16.96329255,-18.6440678,1.18006386,15.904,10.1481,2304000000.0,849000000.0,4140000000.0,10788000000.0,15.5312,10788000000.0,1988000000.0,1.45692884,0.73082375,3940000000.0,1.34269663,13223000000.0,4640000000.0,2334000000.0,1.8128133,-309000000.0,2.48,35.13697299,18.23392267,15.81503789,11.94870799,6.27004958,-6.57009166,8.9305732,0.61872977,1.42847332,1.66935496,8.95808693,18531400000.0,113887000.0
437,MOS,Mosaic Company (The),48.5,16513328816.410828,4.84039693,10.3345,12525.0,Process Industries,118.05825243,7.27013773,547.03748489,-10.94381197,4.3126,10.2285,6418900000.0,1502000000.0,3186700000.0,12357400000.0,4.2731,12357400000.0,1630600000.0,1.34489211,0.37084693,3640600000.0,0.60785919,23437600000.0,4352000000.0,6899700000.0,1.6158352,-103700000.0,0.275,32.21007417,29.56683563,26.24412358,20.14833729,-9.39660004,10.85714286,23.12769739,0.87908447,2.75898856,0.9312805,3.21745387,20599600000.0,340481000.0
439,FMC,FMC Corporation,130.29,16412099802.135906,25.67478349,5.1806,6400.0,Process Industries,24.00964519,14.27099025,26.55268667,9.04753934,5.7218,5.1498,1386900000.0,485400000.0,2201200000.0,5045200000.0,5.6889,5045200000.0,734700000.0,1.40702604,1.15769759,3345000000.0,0.93031771,10764700000.0,3708800000.0,5110600000.0,1.7546513,-247200000.0,1.97,41.24313985,21.99717549,15.67064123,13.08925794,21.38065959,4.34051413,20.81787834,0.7194672,3.16479294,2.99925419,14.43190859,16772800000.0,125966000.0
441,ATO,Atmos Energy Corporation,115.53,16278242854.590942,20.51195868,5.6634,4791.0,Utilities,51.9667194,-34.91085194,-24.70373899,8.07296539,5.6185,5.6528,1456637000.0,186104000.0,1273190000.0,4201662000.000001,5.6077,4201662000.000001,773890000.0,0.84597041,0.88862248,8318462000.0,0.73943041,22941114000.0,8370016000.0,3047693000.0,2.5528245,-375914000.0,2.72,30.30205666,21.91946901,20.2755005,18.41909225,-3.33835341,2.83959409,10.4810175,0.6757797,1.55206798,3.89713856,16.92658026,22701700000.0,140901000.0
442,AGR,"Avangrid, Inc.",42.1,16276879036.691175,18.18025011,2.3216,7348.0,Utilities,15.43624161,-17.77150917,-26.34560907,3.36361404,1.9744,2.319,2795000000.0,533000000.0,1618000000.0,7090000000.0,1.9717,7090000000.0,707000000.0,0.73731265,0.43031376,8690000000.0,0.6053116,39907000000.0,8750000000.0,2804000000.0,4.174573,-613000000.0,1.76,27.44309037,19.84364222,9.92182111,10.32421246,-13.81780962,-2.8386799,-6.6518847,0.47361195,1.04513064,1.87718452,9.29269284,25822600000.0,386624000.0
444,CF,"CF Industries Holdings, Inc.",82.7,16224869393.369043,5.4531611,15.3108,3000.0,Process Industries,154.20258621,36.08137045,64.6090535,-23.42592593,4.2651,15.2352,6281000000.0,915000000.0,2361000000.0,6538000000.0,4.2414,6538000000.0,917000000.0,2.6647357,0.45737636,1054000000.0,2.30267922,13280000000.0,3246000000.0,3680000000.0,1.9258546,-260000000.0,1.2,50.89044792,48.56089225,44.30652995,28.70120525,-17.3,-2.34974613,20.50123853,0.42118964,2.27356069,1.50123871,3.18522869,23043600000.0,196189000.0
446,SJM,J.M. Smucker Company (The) New,151.6,16166474007.756298,28.12523435,5.3428,6700.0,Consumer Non-Durables,-42.87530796,8.98623561,-2.83286119,0.7911708,5.8378,5.334,1453700000.0,662800000.0,2419300000.0,7998900000.0,5.8378,7998900000.0,629900000.0,1.09282905,0.57365558,4686800000.0,0.43331553,16219300000.0,4713900000.0,2250900000.0,2.7196374,-418100000.0,3.96,29.22879177,12.25364182,9.34998164,6.99596034,13.45606945,-4.12345054,9.45848375,0.1778199,1.94123122,1.96317028,14.2290599,20792400000.0,106639000.0
447,FDS,FactSet Research Systems Inc.,420.62,16089483665.649397,38.76022667,11.2135,11203.0,Technology Services,-0.16807944,29.05533513,33.47360265,-1.71052017,10.4827,10.9762,757280000.0,277773000.0,972786000.0,1843892000.0,10.2467,1843892000.0,396917000.0,2.15927514,1.41780768,1620316000.0,2.15927514,3977540000.0,2090030000.0000005,829207000.0,0.8367807,-125934000.0,3.42,53.68984741,32.35061451,25.02876846,22.14511362,-0.50619737,4.54861802,3.56272313,1.0135146,1.54925217,8.60484774,23.62953396,19571000000.0,38251800.0
457,CPB,Campbell Soup Company,51.9,15542366678.871504,19.46474798,2.6399,14700.0,Consumer Non-Durables,23.55263158,10.96706377,-31.50684932,-1.79754021,2.5149,2.6268,1553000000.0,806000000.0,2587000000.0,8562000000.0,2.5066,8562000000.0,757000000.0,0.75964392,1.46641683,4957000000.0,0.31091329,12177000000.0,5087000000.0,2304000000.0,2.8945823,-451000000.0,1.48,29.78317043,13.57150882,11.63914167,8.90911134,5.63810299,-8.02764487,17.8741767,0.22028744,1.86087295,1.72903382,13.05265721,20830700000.0,299468000.0
460,LKQ,LKQ Corporation,57.88,15464088006.537315,13.69980266,4.2201,46000.0,Consumer Durables,-15.54420123,8.20247295,-41.67987982,7.82414307,3.675,4.2059,1691838000.0,1218000000.0,5062536000.0,13088504000.0,3.6641,13088504000.0,1090873000.0,1.78732454,0.69552915,3418000000.0,0.66652488,11666000000.0,3687000000.0,4202000000.0,1.9090594,0.0,0.25,38.72855159,10.96791562,11.68645364,9.13501533,5.38965768,8.02538261,7.62365192,0.94338024,1.88778186,1.21908163,11.14268772,16404400000.000002,267175000.0
464,J,Jacobs Solutions Inc.,121.0,15319962854.4336,24.48434456,5.0097,60000.0,Industrial Services,-45.20681588,2.33162987,30.99755638,4.05021928,5.0056,4.9791,1380290000.0,777568000.0,3091938000.0,14886325000.0,4.9754,14886325000.0,644039000.0,1.45254357,0.61827849,3011110000.0,1.45254357,14660419000.0,4165288999.999999,4721994000.0,0.8530883,-115948000.0,1.18,20.77034459,7.249835,5.88693986,4.32660176,-6.09964302,0.40660526,-3.93775802,0.9808079,1.52930479,1.05296788,13.85444153,17637300000.0,126611000.0
465,TPL,Texas Pacific Land Corporation,1987.79,15314919881.888798,37.18787817,55.0555,92.0,Miscellaneous,23.60176478,55.3521614,58.06849047,-15.02737963,34.827,55.0346,580855000.0,167314000.0,381456000.0,450958000.0,34.827,450958000.0,269980000.0,13.51377325,0.0,-446588000.0,13.51377325,828974000.0,0.0,589187000.0,0.58633256,-85264000.0,11.0,88.29978818,85.20050038,85.55191617,64.31180824,7.91125153,-13.84293312,96.08092645,0.61205584,4.16478988,23.87143365,26.37764567,13274000000.0,7704500.0
466,MGM,MGM Resorts International,39.86,15307048299.761032,14.02147155,2.9664,59000.0,Consumer Services,152.50573349,9.21908154,-51.08715823,9.1456736,2.4403,2.9248,2333248000.0,289991000.0,3498921000.0,9680140000.0,2.4132,9680140000.0,1176072000.0,1.4898102,5.69087919,28632091000.0,1.47058827,47330222000.0,33927525000.0,8783182000.0,0.0243843,-4789000.0,0.01,30.72981675,-3.05405085,8.61738505,10.18466965,19.6996997,17.47715886,-2.32786082,1.3122287,3.01431801,1.28087847,19.50106016,41440900000.0,384020000.0
467,WLK,Westlake Corporation,119.45,15234367259.249731,5.884877,20.6502,14550.0,Process Industries,124.87046632,14.73934454,2.94599018,21.54049654,15.6637,20.5085,4660000000.0,737000000.0,3372000000.0,11778000000.0,15.5791,11778000000.0,2005000000.0,2.47907355,0.51972909,3517000000.0,1.65664364,20425000000.0,5295000000.0,6101000000.0,1.1831967,-145000000.0,1.135,27.73403325,22.71591051,21.7847769,16.52918385,24.6218049,16.25304136,20.94977724,1.020543,2.06566462,0.97103343,4.17950942,15269500000.0,127538000.0
468,AVY,Avery Dennison Corporation,185.63,15030278386.406242,18.95233858,9.9703,36000.0,Process Industries,43.98981633,9.4168857,-39.63210702,8.11298777,8.9276,9.8906,1428100000.0,619200000.0,2309200000.0,8408299999.999999,8.8317,8408299999.999999,740100000.0,1.00765488,1.56070343,2974800000.0,0.6625387,8042300000.0,3132800000.0,2961800000.0,1.6004268,-220600000.0,2.66,27.06543723,12.37740034,11.67931627,8.88263054,-2.87254081,1.99450549,-5.46445305,0.907489,1.73233879,1.66932943,12.71090399,16299900000.0,80969000.0
470,SSNC,"SS&C Technologies Holdings, Inc.",58.92,14842585445.256664,22.80111617,2.7208,24900.0,Technology Services,19.82083841,27.27578697,-4.49620802,13.74517375,3.1299,2.6161,1816100000.0,629700000.0,2421800000.0,5051000000.0,2.9929,5051000000.0,800000000.0,1.125,1.29339993,7079100000.0,1.125,16500599999.999998,7484000000.0,2472300000.0,1.3411567,-174000000.0,0.68,47.59396056,22.04088645,17.045563,13.23942049,-3.7254902,11.78144565,-22.85938727,1.070529,1.56649072,2.97060165,12.20465852,19596400000.0,251911000.0
471,PARA,Paramount Global,22.61,14826234893.18032,4.92118006,4.7629,22965.0,Consumer Services,-69.59390863,2.09543133,-47.4137931,20.97378277,7.0184,4.6879,3219000000.0,2364000000.0,10452000000.0,28586000000.0,6.8684,28586000000.0,4543000000.0,1.30970366,0.76098653,14297000000.0,1.16521402,57287000000.0,17680000000.0,13524000000.0,4.161248,-647000000.0,0.96,32.72824168,9.44609133,12.42047763,9.73919995,-8.42446335,30.01725129,-28.0280121,1.4986824,2.47743363,0.49946708,9.32304267,27259000000.0,649174700.0
473,GEN,Gen Digital Inc.,22.69,14779355396.853329,23.04277643,1.0162,2700.0,Technology Services,38.28571429,34.62088698,-252.54237288,0.17660044,1.4389,0.9912,1130000000.0,600000000.0,2303000000.0,2796000000.0,1.4146,2796000000.0,836000000.0,0.57415929,5.96171967,9028000000.0,0.57415929,15882000000.0,10123000000.0,1622000000.0,2.1891418,-303000000.0,0.5,81.90045249,33.51896972,27.18412809,20.57083188,-13.0151428,5.87960803,-10.28074338,0.67227036,1.33096717,4.73017751,21.1549198,21011300000.0,651360000.0
475,POOL,Pool Corporation,376.48,14701776937.510847,19.51654886,19.6479,5500.0,Distribution Services,-26.6168102,5.2087173,64.03814559,22.45641426,16.2078,19.4394,1082909000.0,503687000.0,1617092000.0,5295584000.0,15.966,5295584000.0,646303000.0,2.98331525,1.48840771,1723433000.0,0.89508043,3688055000.0,1772512000.0,2199479000.0,1.054324,-119581000.0,2.98,31.70355612,17.08149736,16.65490074,12.72792401,3.56798988,23.33497133,-16.85879599,1.1408877,2.33593181,2.45389165,15.27261038,14318200000.0,39050600.0
478,BG,Bunge Limited Bunge Limited,97.07,14541100880.751436,9.93040576,10.2884,22000.0,Process Industries,18.64707373,-5.42857143,-247.2972973,-2.33423886,14.4949,9.8284,2970000000.0,526000000.0,5108000000.0,59150000000.0,13.6382,59150000000.0,2078000000.0,1.62723573,0.65453964,5084000000.0,0.83069935,24792000000.0,6135000000.0,17195000000.0,2.5614755,-323000000.0,2.075,5.76225315,3.8038306,2.76142041,2.23798477,4.55622576,-2.88144072,0.68457629,0.4254288,1.4170776,0.22121432,6.85942591,18337300000.0,149800000.0
479,VTRS,Viatris Inc.,11.94,14479454187.264929,18.02334394,0.6628,37000.0,Health Technology,158.86933657,14.33571917,-20.68214804,17.17369971,-1.0499,0.6597,5222800000.0,1767100000.0,6196000000.0,17855400000.0,-1.0499,17855400000.0,-1269100000.0,1.60821296,1.05582751,19271700000.0,1.08985801,48662600000.0,20253200000.0,10487800000.0,4.037006,-399000000.0,0.33,41.72014325,13.91112072,6.85221237,4.82851443,22.71325797,6.70241287,-17.93814433,1.0068419,1.9524618,0.87023872,6.45066247,29649900000.0,1212680000.0
482,APA,APA Corporation,44.16,14197961400.876448,4.36846831,10.4986,2253.0,Energy Minerals,2670.93023256,29.84345648,25.79439252,-4.88908034,2.6016,10.4682,6438000000.0,1417000000.0,3272000000.0,7985000000.0,2.5947,7985000000.0,973000000.0,1.05060322,3.63829787,5375000000.0,0.88605898,13629000000.0,5643000000.0,3135000000.0,2.1867483,-98000000.0,0.2375,52.18308567,45.43203082,51.2383049,33.14070813,21.95526098,-3.76988451,33.53492591,0.81908965,3.64913871,1.38423225,3.26634591,17608700000.0,321512000.0
483,LW,"Lamb Weston Holdings, Inc.",98.55,14178446312.792189,30.06330082,3.2825,8000.0,Consumer Non-Durables,-68.4729064,3.12278904,-59.11111111,14.23438043,1.3808,3.2701,867100000.0,381600000.0,832000000.0,4098899999.999999,1.377,4098899999.999999,200900000.0,1.96091453,4.82652705,2346200000.0,1.06586826,4569600000.0,2765600000.0,1801100000.0,1.1392534,-138400000.0,0.96,25.05653851,14.90177819,13.24331515,10.50064299,20.69810165,10.46967829,55.78564654,0.66807014,0.89731824,3.15188373,19.01754973,14803500000.0,143871000.0
484,EVRG,"Evergy, Inc.",61.69,14160100420.077744,17.81252705,3.4745,4930.0,Utilities,-420.82687339,-11.11210554,26.9005848,0.68549045,3.8415,3.4661,2300000000.0,685100000.0,1739400000.0,5586700000.0,3.8314,5586700000.0,879700000.0,0.51902389,1.21304144,11639300000.0,0.35147207,29247600000.0,11664000000.0,1905700000.0,3.9682539,-497900000.0,2.1775,29.98807352,23.07071699,15.85519854,14.00659464,-9.27941176,-3.125,-2.28100744,0.56228226,1.03403355,2.49706118,11.22494663,25343400000.0,229536000.0
485,NTAP,"NetApp, Inc.",65.51,14122211289.981844,9.9290995,6.7257,12000.0,Electronic Technology,-15.88385995,15.57312253,-45.63492063,-6.33400057,4.2018,6.6008,1482000000.0,1084000000.0,4214000000.0,6325000000.0,4.0917,6325000000.0,937000000.0,1.33755523,2.24209651,-338000000.0,1.26568483,9780000000.0,2695000000.0,4541000000.0,3.0515716,-446000000.0,2.0,65.29366895,18.44393593,17.58962624,22.50190694,-8.70958751,8.4602649,-21.84442854,0.95339876,1.84445128,2.19966438,9.30545107,14930000000.0,215573000.0
489,IPG,"Interpublic Group of Companies, Inc. (The)",35.95,13967464013.667229,14.24420919,2.5419,55600.0,Commercial Services,11.9426088,18.36104954,-94.10155062,19.43521595,2.4244,2.5126,1684600000.0,354500000.0,1569100000.0,10240700000.0,2.3916,10240700000.0,952800000.0,1.04476571,1.32891928,2838000000.0,1.04476571,16875200000.0,4606300000.0,8534900000.0,3.2411287,-427700000.0,1.08,13.76954203,12.94463859,11.85764208,9.18429281,21.32973338,5.82867236,6.32948832,1.0576879,1.63334272,1.29711596,9.97560255,12988600000.0,388525000.0
493,STX,Seagate Technology Holdings PLC,66.76,13784861812.93637,24.56558895,2.8622,40000.0,Electronic Technology,13.12056738,10.94245777,-59.62441315,32.1980198,7.4954,2.8084,1403000000.0,258000000.0,3469000000.0,11661000000.0,7.3616,11661000000.0,1649000000.0,1.1306422,-12.82765957,5255000000.0,0.69247706,7867000000.0,6029000000.0,3081000000.0,4.0585594,-610000000.0,2.77,24.6685201,9.42044482,6.64029085,6.60821215,-16.02515723,26.34367903,-34.93811519,1.2765664,3.54194807,1.51966852,13.89901696,16092700000.0,206484000.0
497,NDSN,Nordson Corporation,235.97,13487296338.49879,27.18144791,8.9088,7331.0,Producer Manufacturing,-9.04626259,17.82445745,0.71392465,4.54102428,8.9036,8.8141,802283000.0,363183000.0,1426536000.0,2590278000.0,8.8088,2590278000.0,513103000.0,1.35814784,0.37502762,696997000.0,0.89854987,3820375000.0,860454000.0,1132971000.0,1.0852325,-125914000.0,2.18,55.07269876,27.11523628,25.06599678,19.80880045,3.223972,-1.12298345,5.37668021,0.98186606,2.36447765,5.34816508,17.93709886,13707200000.0,57156800.0
499,LNT,Alliant Energy Corporation,53.65,13467321012.299706,20.51881457,2.6557,3313.0,Utilities,32.13872832,-15.99890978,-57.69230769,2.32691207,2.6339,2.6522,1565000000.0,337000000.0,899000000.0,3669000000.0,2.6286,3669000000.0,674000000.0,0.69900908,1.37446129,8267000000.0,0.57555739,20205000000.0,8611000000.0,1693000000.0,3.3259833,-403000000.0,1.61,24.77289467,22.12128652,16.96538178,16.52344709,-11.59993409,-2.87834902,-8.30627243,0.63338476,1.68142436,3.35765922,14.011251,21583400000.0,251022000.0
