Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow (Quarterly YoY Growth)
D,"Dominion Energy, Inc.",62.69,2.23418134,1.37,Sell,90916712,5699568675.28,52238023397.24659,22.49153641,2.801,17100,Utilities,-83.33333333,-14.49441421,-216.23931624
DG,Dollar General Corporation,232.89,-5.42538071,-13.36,Buy,39966002,9307682205.779999,52068334976.70026,22.9487005,10.3439,163000,Retail Trade,-36.96532823,5.24642736,-118.39665428
F,Ford Motor Company,12.89,10.83404987,1.26,Neutral,1018893264,13133534172.96,51824171585.28185,5.9996383,2.2555,183000,Consumer Durables,-48.39963297,7.01183063,-61.72248804
VMW,"Vmware, Inc.",121.8,-0.78201369,-0.96,Neutral,18878814,2299439545.2,51816953717.54663,37.49811605,3.3374,37500,Technology Services,-2.67156863,30.90031904,17.58130081
GM,General Motors Company,36.29,7.87752675,2.65,Sell,280255278,10170464038.619999,51557087086.20184,6.44213957,5.9365,157000,Consumer Durables,-79.21304685,-5.45100942,103.69709745
SHOP,Shopify Inc.,47.19,35.95505618,12.48,Sell,420085402,19823830120.379997,51077826667.45087,,-2.5441,10000,Technology Services,18.37432318,9.83638691,-931.50880549
SRE,DBA Sempra,161.24,4.33544713,6.7,Buy,21928504,3535751984.96,50683113801.22696,22.72095472,7.1451,15390,Utilities,39.04833837,-6.17869995,-2194.50549451
PSX,Phillips 66,106.42,2.24827056,2.34,Buy,56020995,5961754287.900001,50297523752.84172,4.97456216,21.9186,14000,Energy Minerals,613.84425216,3.71346387,45.91156875
CDNS,"Cadence Design Systems, Inc.",180.74,12.5124502,20.1,Buy,26158466,4727881144.84,49579875233.91438,65.12159927,2.886,9300,Technology Services,27.84205582,34.65781241,-1.595992
KHC,The Kraft Heinz Company,40.37,-0.83517563,-0.34,Buy,147307190,5946791260.299999,49450429485.71806,40.35997559,0.9921,36000,Consumer Non-Durables,2.90791599,17.12168337,172.82051282
BIDU,"Baidu, Inc.",138.48,21.07011715,24.1,Neutral,51902759,7187494066.32,49439806927.10104,74.62430228,1.8905,45500,Technology Services,-48.34770471,7.41085845,833.80266147
ORLY,"O'Reilly Automotive, Inc.",789.63,-6.44526853,-54.4,Buy,8031730,6342094959.9,49411813661.29023,23.53998779,33.0576,83636,Retail Trade,16.59337906,20.74240429,9.08655188
SNOW,Snowflake Inc.,152.92,6.53476383,9.38,Sell,105765411,16173646650.119999,49179073121.75877,,-2.283,3992,Technology Services,319.28358976,9.79515749,316.71054075
KDP,Keurig Dr Pepper Inc.,34.72,-2.63600673,-0.94,Sell,121554966,4220388419.52,49172243464.03688,27.15604946,1.2879,27500,Consumer Non-Durables,22.85714286,19.32508082,1.78306092
AEP,"American Electric Power Company, Inc.",92.87,-2.19062665,-2.08,Buy,51182693,4753336698.91,47722522451.63759,19.31914894,4.8331,16688,Utilities,23.93166053,-10.6866785,-82.7828307
SQ,"Block, Inc.",79.79,26.97326544,16.95,Sell,243908392,19461450597.68,47720575537.22892,,-0.9259,8521,Technology Services,193.38283971,4.03998527,-105.98200044
PANW,"Palo Alto Networks, Inc.",157.63,12.96402465,18.09,Neutral,87813506,13842042950.779999,47660523078.73344,,-0.4863,12561,Technology Services,29.21113354,32.57111697,115.96608335
EW,Edwards Lifesciences Corporation,76.06,1.94343922,1.45,Sell,56496760,4297143565.600001,47024893114.10802,33.64333075,2.3465,15700,Health Technology,117.25629538,26.87625418,-46.94397284
AIG,"American International Group, Inc. New",63.17,-0.11068944,-0.07,Buy,71397582,4510185254.940001,46934046723.68671,3.78718111,17.0634,36600,Finance,504.9132948,12.06177844,14.65809072
JCI,Johnson Controls International plc,68.26,6.65625,4.26,Buy,55280621,3773455189.460001,46874404269.09747,31.30968622,2.2094,102000,Producer Manufacturing,-27.95865633,5.51009921,247.09897611
KKR,KKR & Co. Inc.,54.43,17.25549332,8.01,Buy,61290434,3336038322.62,46870319489.13766,,-0.5824,3238,Finance,1729.05727136,19.61779095,23.23594346
HES,Hess Corporation,151.77,7.01593569,9.95,Buy,31385164,4763326340.280001,46791976746.8736,21.75789899,,,Energy Minerals,6.64916885,10.76474744,17.69230769
APH,Amphenol Corporation,78.29,2.82374573,2.15,Buy,46928836,3674058570.44,46589952711.19885,25.6623597,3.1913,,Electronic Technology,51.80130542,14.18680187,59.13111342
NXPI,NXP Semiconductors N.V.,179.48,13.57337214,21.45,Buy,40527371,7273852547.08,46509522445.9588,18.08311419,10.1299,31000,Electronic Technology,8.94736842,20.58212058,14.96489212
FDX,FedEx Corporation,184.08,6.2817552,10.88,Sell,32951677,6065744702.160001,46461265028.49622,14.97053971,12.8533,249000,Transportation,-27.8052223,3.28193173,-180
GIS,"General Mills, Inc.",78.21,-6.72629696,-5.64,Buy,66596964,5208548554.44,46113453876.21105,16.2765913,4.8314,32500,Consumer Non-Durables,12.02903278,14.46548166,-32.90661903
AZO,"AutoZone, Inc.",2428.58,-1.52462513,-37.6,Buy,2763222,6710705684.76,46097913845.10013,19.86238324,123.1164,112000,Retail Trade,-12.35967158,15.62089633,0.52230334
HSY,The Hershey Company,223.19,-3.61877618,-8.38,Buy,19163246,4277044874.74,45772378268.58595,28.57142857,10.1379,18990,Consumer Non-Durables,26.15007102,17.68974903,22.97556175
AFL,AFLAC Incorporated,73.04,1.52905199,1.1,Buy,56343096,4115299731.84,45415439741.70786,9.3087687,7.867,12447,Finance,-15.22322927,22.84900027,-41.93200216
WDAY,"Workday, Inc.",176.48,5.46823642,9.15,Sell,37025286,6534222473.28,45355360934.74997,,-1.2432,15200,Technology Services,36.58656967,26.93388339,-0.37458834
ADM,Archer-Daniels-Midland Company,82.25,-11.41626279,-10.6,Buy,72788285,5986836441.25,45182738811.54491,10.85779572,,,Process Industries,-60.21009952,2.11982562,-223.40425532
ADSK,"Autodesk, Inc.",209.12,11.90667309,22.25,Neutral,22007061,4602116596.32,45121301027.98179,74.38185602,2.8531,12600,Technology Services,9.59809821,33.54250506,78.98832685
A,"Agilent Technologies, Inc.",151.74,1.39659205,2.09,Buy,23399521,3550643316.5400004,44925969244.79106,37.25086733,4.2039,18100,Health Technology,-21.27987664,14.90946262,-0.26385224
ROP,"Roper Technologies, Inc.",423.48,-1.99264042,-8.61,Neutral,8597709,3640957807.32,44910922887.58389,39.00359389,11.2221,,Technology Services,-66.43254169,12.36643211,-94.48251625
CTVA,"Corteva, Inc.",62.53,6.37972099,3.75,Buy,52553171,3286149782.63,44677186316.63748,34.30245056,1.8735,21000,Process Industries,35.55695406,13.75918237,-108.4375
CMG,"Chipotle Mexican Grill, Inc.",1609.86,16.02678218,222.37,Buy,5300562,8533162741.32,44627109043.74061,56.17016241,28.9653,97660,Consumer Services,129.73165748,13.86990247,25.45843766
CTAS,Cintas Corporation,436.04,-3.44980293,-15.58,Buy,6730078,2934583211.1200004,44310591140.94477,35.5787538,12.5278,43000,Consumer Services,6.54604155,16.51231485,-9.99227259
LVS,Las Vegas Sands Corp.,57.88,20.40773871,9.81,Strong Buy,123634988,7155993105.440001,44229941740.54447,,-1.3429,,Consumer Services,,,
FIS,"Fidelity National Information Services, Inc.",74.39,9.63890936,6.54,Sell,102471658,7622866638.62,44141498772.21373,49.13894325,1.5417,65000,Commercial Services,7.44197176,32.35569648,-53.1688166
TRV,"The Travelers Companies, Inc.",187.91,0.22401195,0.42,Buy,28819975,5415561502.25,44036243865.74614,16.00827722,11.9317,,Finance,,,
COF,Capital One Financial Corporation,115,23.7091222,22.04,Buy,76261731,8770099065,43895333630.46436,6.59835238,17.8797,56000,Finance,,,
KMB,Kimberly-Clark Corporation,128.99,-4.97974217,-6.76,Sell,35195992,4539931008.08,43533104838.38101,22.55265552,5.7304,,Consumer Non-Durables,7.77713291,9.20446097,0.63371356
ECL,Ecolab Inc.,150.46,3.36630943,4.9,Sell,19050919,2866401272.7400002,42855231018.98706,38.81513569,3.9502,47000,Process Industries,3.47870478,11.14339792,-45.06186727
NUE,Nucor Corporation,166.37,26.21955846,34.56,Strong Buy,36765426,6116663923.62,42681174315.16714,5.80720376,28.8052,,Non-Energy Minerals,76.27538439,19.57040279,-8.18720189
CNC,Centene Corporation,74.7,-8.91354713,-7.31,Neutral,69905002,5221903649.400001,42299599932.47841,21.96438996,3.4735,72500,Health Services,-28.895123,2.615453,95.62460368
MSI,"Motorola Solutions, Inc.",252.24,-2.12254084,-5.47,Buy,10989188,2771912781.12,42175334482.86698,37.38262825,6.9972,18700,Electronic Technology,14.18338109,19.50801615,0.95238095
IQV,"IQVIA Holdings, Inc.",226.28,10.43974816,21.39,Buy,14601912,3304120647.36,42029252119.64492,37.33222705,6.2542,79000,Health Services,71.4072971,16.58620938,2.34604106
NEM,Newmont Corporation,52.74,11.73728814,5.54,Buy,123194707,6497288847.18,41861782465.3087,42.28054873,1.2628,31000,Non-Energy Minerals,-26.64804469,21.54224774,-107.50670241
STZ,"Constellation Brands, Inc.",226.36,-2.32578209,-5.39,Neutral,41290984,9346627138.24,41773747857.29307,2325.10162602,0.3324,10000,Consumer Non-Durables,-13.55888563,19.02786279,-43.89953931
MCHP,Microchip Technology Incorporated,75.68,7.72953737,5.43,Buy,76763246,5809442457.280001,41624656081.68899,23.69448511,3.3303,21000,Electronic Technology,35.56664291,36.25034819,28.07576894
EXC,Exelon Corporation,41.75,-3.42354846,-1.48,Buy,102775308,4290869109,41488727317.30032,19.25635104,2.1662,31518,Utilities,-30.31733543,-12.65439173,-171.85461323
PAYX,"Paychex, Inc.",114.69,-0.75285566,-0.87,Neutral,31743811,3640697683.59,41341908487.08343,27.96457112,4.0674,16000,Technology Services,19.83067121,29.769933,111.13569322
AJG,Arthur J. Gallagher & Co.,195.3,3.58544606,6.76,Buy,12713353,2482917840.9,41177050766.58996,37.28119109,5.3061,,Finance,,,
BIIB,Biogen Inc.,285.94,3.25725841,9.02,Buy,23268771,6653472379.74,41175759498.83142,14.77926379,19.6813,9610,Health Technology,-11.12220762,32.50980543,-21.14502817
ROST,"Ross Stores, Inc.",118.995,2.52003102,2.925,Strong Buy,38484963,4579518172.185,40978428558.23992,28.99507365,4.1408,100000,Retail Trade,-35.83216517,6.24335888,918.93958998
DOW,Dow Inc.,57.95,15.00297678,7.56,Buy,111658620,6470617029,40782850966.25064,9.44744389,6.2947,,Process Industries,2.61437908,9.93286703,-29.8013245
DVN,Devon Energy Corporation,62.34,1.34937409,0.83,Buy,139014599,8666170101.66,40751656664.75687,6.8719007,9.527,1600,Energy Minerals,1398.44559585,21.03272727,-186.06485539
DXCM,"DexCom, Inc.",105.49,-6.84387142,-7.75,Buy,48428260,5108697147.4,40746369299.8229,193.22831794,0.5896,6300,Health Technology,-80.73029646,2.17684297,32.90229885
PH,Parker-Hannifin Corporation,317.3,9.03780069,26.3,Buy,14817429,4701570221.7,40743136955.24797,33.26814248,9.7489,55090,Producer Manufacturing,-6.48436139,13.94364304,-0.62553834
KMI,"Kinder Morgan, Inc.",18.04,-0.22123894,-0.04,Buy,249056069,4492971484.76,40549264326.51661,16.604378,1.1238,,Industrial Services,,,
MSCI,MSCI Inc,506.56,8.8978223,41.39,Buy,7208606,3651591455.36,40503604401.16143,50.16547505,10.4431,3633,Technology Services,16.36625687,46.22547887,51.19117143
ET,Energy Transfer LP,13.1,10.36225779,1.23,Buy,259033640,3393340684,40459025937.76946,9.92202005,1.3537,12558,Industrial Services,251.81968569,12.61847902,19.05910736
LHX,"L3Harris Technologies, Inc.",211.91,1.77705201,3.7,Sell,31739261,6725866798.51,40348258829.67153,36.86387653,5.823,47000,Electronic Technology,-3.17919075,13.16380375,29.38271605
TT,Trane Technologies plc,175.15,4.20013088,7.06,Buy,23199457,4063384893.55,40338322748.09044,25.58236994,6.9912,37000,Producer Manufacturing,5.72625698,9.63894627,20.29406066
BK,The Bank of New York Mellon Corporation,49.77,9.33655536,4.25,Strong Buy,124655365,6204097516.05,40228092086.47264,17.28173439,2.9136,,Finance,,,
LULU,lululemon athletica inc.,302.59,-5.55278107,-17.79,Sell,40823554,12352799204.859999,40185397109.87685,34.17661675,9.1235,29000,Retail Trade,74.93523143,15.68119001,-477.57288488
TEAM,Atlassian Corporation,156.94,21.96145477,28.26,Sell,50316507,7896672608.58,40101306616.69467,,-0.897,8813,Technology Services,-0.46171351,28.52788665,8.02207493
IDXX,"IDEXX Laboratories, Inc.",482.95,18.38170409,74.99,Buy,10717150,5175847592.5,39996448690.95473,61.93643567,7.9629,10350,Health Technology,17.0469687,19.69754553,6.41896644
FTNT,"Fortinet, Inc.",51.05,4.41808141,2.16,Neutral,99905151,5100157958.55,39882099548.48671,57.84216881,0.9291,10195,Electronic Technology,25.68385884,36.01819161,19.83020012
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,125.5,9.32055749,10.7,Buy,37483412,4704168206,39812434833.4663,17.91738136,7.0396,92000,Electronic Technology,-14.40080564,10.44161907,10.55555556
APO,"Apollo Global Management, Inc. (New)",69.26,8.57501176,5.47,Strong Buy,39481555,2734492499.3,39636364068.47332,,-5.6109,2153,Finance,74.60614935,71.08483536,
SYY,Sysco Corporation,78.1,2.15827338,1.65,Neutral,42774821,3340713520.1,39578542774.75542,27.59023768,2.8404,71000,Transportation,-18.48866118,1.87106222,-58.84983066
RSG,"Republic Services, Inc.",124.12,-3.77548647,-4.87,Neutral,31091425,3859067671,39222036939.37991,27.03558175,4.5899,35000,Industrial Services,15.14487079,13.01814962,50.91819699
HLT,Hilton Worldwide Holdings Inc.,142.92,13.10541311,16.56,Buy,29577957,4227281614.439999,38653576767.28049,37.5948249,3.8815,142000,Consumer Services,-75.49751244,3.38487973,145.55555556
SE,Sea Limited,64.61,24.17835864,12.58,Sell,89591152,5788484330.72,38507134279,,-4.8354,67300,Retail Trade,-353.93460029,-5.64425185,
TDG,Transdigm Group Inc.,707.25,12.32430715,77.6,Strong Buy,6332900,4478943525,38456435598.22461,52.88934533,13.4373,14400,Electronic Technology,2.5990099,15.24737907,-9.09090909
PRU,"Prudential Financial, Inc.",103.25,3.81057712,3.79,Buy,26704348,2757223931,37996000000,143.94993046,0.7481,40916,Finance,17.25621415,13.83257676,-21.02639838
ANET,"Arista Networks, Inc.",123.84,2.05191595,2.49,Buy,41195672,5101672020.48,37842113993.46598,34.341288,3.7979,2993,Electronic Technology,32.14955608,32.26282438,-45.44776811
PCAR,PACCAR Inc.,108.78,9.91209457,9.81,Strong Buy,47944433,5215395421.74,37830152889.89298,12.81596812,8.6431,,Producer Manufacturing,195.45044232,5.67840748,63.35360556
WMB,"Williams Companies, Inc. (The)",31.03,-5.68389058,-1.87,Buy,125237130,3886108143.9,37805085625.75849,19.22983034,1.6422,4783,Energy Minerals,21.47681225,25.52024215,12.06293706
XEL,Xcel Energy Inc.,68.1,-2.86692341,-2.01,Neutral,52407667,3568962122.7,37267621253.7352,21.56906008,3.1726,,Utilities,,,
LNG,"Cheniere Energy, Inc.",148.71,-0.83355561,-1.25,Buy,42174141,6271716508.110001,36978139296.80461,,-15.2443,1550,Energy Minerals,746.8013468,10.89002268,376.16033755
MFC,Manulife Financial Corporation,19.51,9.36098655,1.67,Buy,52784939,1029834159.8900002,36749749465.40536,7.01586005,2.71495272,38000,Finance,16.33220761,39.14028297,-27.27842947
HAL,Halliburton Company,40.34,2.5158831,0.99,Buy,180458256,7279686047.040001,36630606426.62784,23.43551186,1.7363,,Industrial Services,10.70143885,6.0649357,122.13114754
AMP,"Ameriprise Financial, Inc.",343.46,10.30606674,32.09,Strong Buy,10331672,3548516065.12,36550052183.0657,15.34305275,22.9206,,Finance,,,
CARR,Carrier Global Corporation,43.58,5.64848485,2.33,Buy,67846920,2956768773.6,36444274170.83493,10.54056013,4.2308,58000,Producer Manufacturing,37.17391304,9.18352496,38.41584158
YUM,"Yum! Brands, Inc.",129.04,0.74953154,0.96,Buy,26447255,3412753785.2,36349003641.02022,33.65730647,4.4515,36000,Consumer Services,28.90829694,22.41798299,-15.69892473
DD,"DuPont de Nemours, Inc.",72.65,5.85749672,4.02,Buy,58252560,4232048484.000001,36091718020.05779,20.25278114,3.6405,28000,Process Industries,-52.08548776,8.34684441,-61.04100946
MRVL,"Marvell Technology, Inc.",41.99,13.36393089,4.95,Neutral,219500813,9216839137.87,35825868512.42034,,-0.1674,6729,Electronic Technology,-3.33429497,14.56719425,96.04920659
EA,Electronic Arts Inc.,128.99,5.57374366,6.81,Buy,34827381,4492383875.190001,35611587610.43036,40.22913155,3.2242,12900,Technology Services,-5.46961326,24.42541042,-885.71428571
ODFL,"Old Dominion Freight Line, Inc.",321.88,13.4258933,38.1,Buy,13489988,4342157337.44,35561827465.84595,28.58256052,11.7548,23663,Transportation,-6.41492324,12.60440749,78.98839807
WBD,"Warner Bros. Discovery, Inc. - Series A",14.38,51.68776371,4.9,Sell,494051993,7104467659.34,34920334066.2495,,-1.6632,11000,Consumer Services,3.76551134,19.89988511,-127.23404255
BNTX,BioNTech SE,140.49,-6.47716682,-9.73,Strong Sell,14812596,2081021612.0400004,34864185596,3.20750546,46.7335,3082,Health Technology,975.1104906,4.01650446,171.99650215
CMI,Cummins Inc.,246.82,1.86966032,4.53,Buy,15494585,3824373469.7,34807167916.92066,18.53709805,13.5032,59900,Producer Manufacturing,-30.62898815,6.33612256,-57.04057279
MPLX,MPLX LP,34.67,5.57247259,1.83,Buy,32032664,1110572460.88,34782430510.3231,9.22152837,3.7806,5836,Industrial Services,27.65096793,45.51823614,-25.0231696
GOLD,Barrick Gold Corporation,19.48,13.38766007,2.3,Buy,358889768,6991172680.64,34323760699.911415,19.44244888,0.97905074,21300,Non-Energy Minerals,-33.82328873,20.63332498,-86.47950096
ABC,AmerisourceBergen Corporation,165.31,-0.24138555,-0.4,Buy,25338518,4188710410.58,33999081136.884926,20.43341341,8.143,44000,Distribution Services,-0.96927394,0.92493302,17.26340729
ALL,Allstate Corporation (The),128,-5.60471976,-7.6,Buy,31666330,4053290240,33946824704.56074,,-0.1688,54700,Finance,-7.94906425,9.43109038,55
ED,"Consolidated Edison, Inc.",95.05,-0.27279404,-0.26,Buy,29525517,2806400390.85,33729715574.477394,19.91272056,4.7816,13871,Utilities,28.69666861,-8.92269436,30.33536585
OTIS,Otis Worldwide Corporation,80.96,3.38398672,2.65,Buy,32110513,2599667132.48,33726806115.460094,27.92297111,2.9304,70000,Producer Manufacturing,22.89899769,11.14841237,-34.04907975
MTD,"Mettler-Toledo International, Inc.",1507.41,4.28655436,61.96,Buy,1694987,2555040353.67,33606484123.61599,41.86072603,36.9516,17800,Health Technology,26.73816246,21.55083608,-9.24342187
CTSH,Cognizant Technology Solutions Corporation,65.27,14.12834412,8.08,Sell,101295113,6611532025.509999,33543652427.141537,14.62953068,4.5002,330600,Technology Services,-23.6125474,11.97384773,6.24303233
ILMN,"Illumina, Inc.",210.1,3.90702275,7.9,Sell,25266274,5308444167.4,33048730452.535152,,-26.4522,9800,Health Technology,-61.19733925,7.73309766,64.50617284
DLTR,"Dollar Tree, Inc.",148.85,5.23897059,7.41,Buy,40115680,5971218968,32923308594.2033,20.96391925,7.2059,210565,Retail Trade,-77.5130674,1.55274076,-1276.92307692
RMD,ResMed Inc.,222.71,7.00523711,14.58,Buy,13527748,3012764757.08,32718193849.38969,40.82415385,5.5273,8160,Health Technology,-65.8817109,6.04539749,-46.54302483
AME,"AMETEK, Inc.",142.31,1.85370741,2.59,Buy,17933616,2552132892.96,32682114630.888325,29.43643244,4.9184,18500,Producer Manufacturing,-13.0094027,18.92695123,6.3864176
IBKR,"Interactive Brokers Group, Inc.",77.74,7.44989634,5.39,Buy,23066587,1793196473.3799999,32608294146.035606,20.76234866,3.7658,,Finance,,,
DHI,"D.R. Horton, Inc.",94.83,6.38321741,5.69,Strong Buy,49751064,4717893399.12,32563989400.78129,5.98462302,16.2545,13237,Consumer Durables,54.90636704,1.2353644,481.26829268
GEHC,GE HealthCare Technologies Inc.,71.5,22.47344981,13.12,,111885034,7999779931,32511765286,,,,Health Technology,32.08791209,9.83043455,
ROK,"Rockwell Automation, Inc.",278.5,8.12594634,20.93,Strong Buy,14747402,4107151457,31966910762.654476,30.98137613,9.2875,26000,Electronic Technology,-40.21215043,8.78899957,185.74338086
