Ticker,Description,Price,Market Capitalization,Price to Earnings Ratio (TTM),Price to Revenue Ratio (TTM),Basic EPS (TTM),EPS Diluted (FY),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Total Shares Outstanding
BA,Boeing Company (The),209.67,124959799674.75633,,1.89874507,-8.2901,-8.2955,,155481000000,595983000
SBUX,Starbucks Corporation,108.4,124421521461.6401,38.47945786,3.89863349,2.8456,2.8326,19.95577365,117739000000,1147800000
UNP,Union Pacific Corporation,200.2,123083128254.45428,18.03961067,4.9932359,11.2394,11.21,13.00292215,160686000000,614801000
IBM,International Business Machines Corporation,135.3,122328301879.72916,76.37965331,2.03353436,1.817,1.8,12.35859682,174290000000,904126000
LOW,"Lowe's Companies, Inc.",201.91,122095500368.58865,19.84495668,1.30838848,10.2303,12.03,12.22377981,157769000000,604703000
GS,"Goldman Sachs Group, Inc. (The)",357.46,121048322045.21815,11.76705424,1.95371092,30.5424,30.06,,354187000000,338635000
SPGI,S&P Global Inc.,366.14,119288412209.84483,31.21989967,11.95961194,12.0089,12.5062,32.46499813,114379000000,325800000
LMT,Lockheed Martin Corporation,460.59,117587386003.58112,21.17445428,1.79914343,21.7908,21.6629,13.45002473,139759000000,255297000
INTU,Intuit Inc.,416.45,116991362322.82819,64.39040741,9.01352358,6.6588,7.2746,36.00398245,126287000000,280925000
AMD,"Advanced Micro Devices, Inc.",72.45,116815200295.37463,45.17675255,5.36731207,1.6877,2.5728,20.24708752,107734000000,1612360000
ELV,"Elevance Health, Inc.",489.08,116805790425.93301,19.86680973,0.75863365,,24.8147,,147929000000,238828000
INTC,Intel Corporation,27.95,115629149373.70563,14.43362378,1.84580328,1.965,1.9445,8.41535409,125220000000,4137000000
CVS,CVS Health Corporation,87.05,114380818703.50934,37.23909723,0.36621764,2.3999,5.9518,8.42605779,176672000000,1313970000
BX,Blackstone Inc.,94.9,113682238783.95683,40.47629101,5.43346324,2.3697,2.3587,35.63538482,76096500000,1197916218
BLK,"BlackRock, Inc.",747.86,112325259317.49454,22.35512367,6.5709098,34.3072,33.97,,,150196000
MDT,Medtronic plc.,82.58,109846271271.00002,25.67067674,3.57038951,3.2316,3.7287,13.98841149,131008000000,1330180000
GILD,"Gilead Sciences, Inc.",83.35,104541232963.22765,31.6631372,3.90775121,2.6556,4.9326,10.34968242,96752100000,1254240000
C,"Citigroup, Inc.",51.75,100232139027.9117,7.41832122,0.97232529,7.0321,6.9954,,598678000000,1936850000
EL,"Estee Lauder Companies, Inc. (The)",271.21,96771073225.46786,45.1000966,5.67258903,6.0822,6.5497,25.61155501,83390300000,356812029
CI,Cigna Corporation,310.36,94889156526.22733,14.72948956,0.52663221,21.1706,15.7347,,117498000000,305739000
BKNG,Booking Holdings Inc. Common Stock,2436.98,94528960094.56387,40.46688199,6.10220798,61.2038,28.166,17.85604765,65495800000,38789400
SYK,Stryker Corporation,249.54,94433404461.1295,39.54476149,5.40684789,6.5003,5.2158,24.41460069,89056800000,378430000
TJX,"TJX Companies, Inc. (The)",81.51,94185142596.12527,28.55299861,1.94837994,,2.7006,19.15904848,94248100000,1155500000
CB,Chubb Limited,226.07,93830420487.64468,15.84700215,2.24544156,14.4553,19.2668,,94490700000,415050000
ADP,"Automatic Data Processing, Inc.",222.35,92236960227.31319,29.34726265,5.32822487,7.566,7.0028,20.32053921,101391000000,414828000
AMAT,"Applied Materials, Inc.",108.2,91335923168.82137,15.12605042,3.76240997,7.487,7.4401,12.08338142,80317500000,844140000
PYPL,"PayPal Holdings, Inc.",79.64,90791808853.30759,41.61411717,3.5405299,1.9786,3.5152,19.32915348,99693000000,1140030000
NOW,"ServiceNow, Inc.",442.57,89576162438.6989,286.59046905,12.85694686,1.6092,1.6,125.74068817,76770800000,202400000
MDLZ,"Mondelez International, Inc.",64.84,88546707172.72313,28.77595483,2.93013165,2.2623,3.0432,20.51937023,95631600000,1365620000
GE,General Electric Company,80.83,88320365343.26096,,1.19268102,-0.0988,-0.0584,,100613000000,1092670000
ADI,"Analog Devices, Inc.",168.93,86035362200.61278,32.41063975,7.33370343,5.3091,5.2536,15.87200788,80191800000,509296000
ISRG,"Intuitive Surgical, Inc.",242.23,85600338129.91591,67.71278344,14.18659317,3.7169,3.65,,,353385000
MMC,"Marsh & McLennan Companies, Inc.",171.93,85278914200.99263,28.54229194,4.14721218,6.0953,6.04,17.8468188,94935500000,496009000
VRTX,Vertex Pharmaceuticals Incorporated,319.98,82136138820.76268,25.37055453,9.74380145,12.8071,9.0115,17.95422602,66184000000,256690999.99999997
REGN,"Regeneron Pharmaceuticals, Inc.",736.46,80188554890.156,15.6596256,6.1115975,50.3088,71.9724,11.30443466,73383900000,108884000
SLB,Schlumberger N.V.,56.34,79889770961.98106,23.7989807,2.91562819,2.429,2.39,13.49333141,86421300000,1417990000
MO,"Altria Group, Inc.",44.5,79751679927.7526,17.14507671,3.83779711,2.5788,1.3355,8.4461543,96436600000,1792170000
PGR,Progressive Corporation (The),135.4,79218441966.17755,113.41842304,1.62027038,1.1936,0.0099,,,585070000
DUK,Duke Energy Corporation (Holding Company),101.64,78269178725.4814,20.43822056,2.79115726,4.9701,4.9441,13.79438449,148713000000,770063000
TGT,Target Corporation,168.68,77645103300.59843,23.07155179,0.71684288,7.3609,14.0978,12.7320306,95847000000,460310000
EOG,"EOG Resources, Inc.",132.1,77594158543.60017,10.58082157,2.72251223,12.8208,7.9863,4.45836389,65632500000,587390000
ZTS,Zoetis Inc.,164.7,76762053508.25644,37.75456561,9.67727463,4.3915,4.273,24.63656902,73803800000,466072000
USB,U.S. Bancorp,48.8,74675807769.25092,13.21540625,2.63780383,3.6968,3.69,,90235600000,1530240000
SO,Southern Company (The),67.43,73409210380.61148,21.55035812,2.6419083,3.1751,2.2406,13.4807891,133104000000,1088670000
HCA,"HCA Healthcare, Inc.",253.3,71612134929.067,13.24175282,1.20828055,,19.1505,9.45347933,110170000000,282717000
BDX,"Becton, Dickinson and Company",250.13,71103950618.52235,42.03866315,3.71831537,6.0319,5.8776,17.86167629,79259300000,284268000
ITW,Illinois Tool Works Inc.,229.95,70637505415.74521,26.3315906,4.56767896,8.7907,8.5145,19.17435964,62802300000,307186000
APD,"Air Products and Chemicals, Inc.",313.9,69643725624.37848,31.15949216,5.50406909,10.1058,10.0832,20.37147669,57366000000,221866000
MRNA,"Moderna, Inc.",180.87,69486725830.47362,6.84706121,3.67514015,29.3391,28.3109,4.88778206,41632000000,384180000
ABNB,"Airbnb, Inc.",109.48,69310237708.80939,48.50437184,9.81936205,2.5516,-0.5716,36.09201581,64165500000,633086000
MU,"Micron Technology, Inc.",61.71,67336501532.87506,11.58051239,2.56364339,5.565,7.7424,4.90605999,60854100000,1091180000
NOC,Northrop Grumman Corporation,439.28,67233285739.1671,13.88615668,1.84735602,31.7086,31.4653,16.06449701,96719700000,153053000
FISV,"Fiserv, Inc.",105.75,67154217708.05945,33.44430137,3.95588608,3.2139,1.9863,14.31243175,81651600000,635028000
PNC,"PNC Financial Services Group, Inc. (The)",162.86,65684536612.8667,11.77400152,2.91143362,13.8758,13.8544,,115516000000,403319000
AON,Aon plc,317.54,65684078719.92616,24.78767836,5.46167672,12.9701,5.5506,19.84140827,67826200000,206853000
BSX,Boston Scientific Corporation,45.81,65614179486.5463,110.59985546,5.260635,0.4177,0.687,24.88816983,64255200000,1432310000
LRCX,Lam Research Corporation,478.63,65275248354.92791,12.98130819,3.46156353,37.3122,32.748,10.44543279,56603500000,136379000
TFC,Truist Financial Corporation,48.45,64281824303.59644,11.03903442,2.55298577,4.4629,4.43,,125488000000,1326770000
ETN,"Eaton Corporation, PLC",160.87,63978003129.82957,28.41032466,3.22050342,5.7438,5.3386,18.23241185,62356000000,397700000
CME,CME Group Inc.,175.96,63297314039.96448,23.90008979,12.72857203,7.386,7.2914,19.40369743,65365000000,359725625
FCX,"Freeport-McMoRan, Inc.",43.98,62861812928.94778,18.88032352,2.72726812,,2.3901,7.6225955,66510000000,1429330000
WM,"Waste Management, Inc.",153.1,62844041398.64228,28.35036225,3.25221558,5.4124,4.2942,14.028764,80259000000,410477000
CSX,CSX Corporation,29.88,62819971539.7859,15.43434758,,,1.95,,,2102409999.9999995
GD,General Dynamics Corporation,228.07,62616387543.65981,18.65069605,1.6002291,12.3208,12.19,14.34409208,78030100000,274549000
MMM,3M Company,112.58,62227797924.80849,11.35971613,1.86162976,10.1711,10.18,13.10328348,78610800000,552743000
HUM,Humana Inc.,484.91,61389760952.95074,21.84852223,0.67079387,22.16,22.6668,,72451900000,126600000
CL,Colgate-Palmolive Company,72.88,60870405768.23689,33.70686002,3.32468949,2.1311,2.13,15.84316439,74138400000,835214000
MPC,Marathon Petroleum Corporation,129.14,60522866002.37289,5.8326894,0.37938272,22.9335,2.6897,4.20729633,73301000000,468661000
SHW,Sherwin-Williams Company (The),230.88,59831033964.50512,29.60094292,2.68689714,7.8305,7.72,18.46653029,74109800000,259142999.99999997
CHTR,"Charter Communications, Inc.",390.94,59677538363.5777,12.82092124,1.13569294,31.3064,30.7419,7.65975781,154515000000,152651000
ICE,Intercontinental Exchange Inc.,106.66,59575118816.07523,23.90009521,6.53897731,4.5405,7.1823,14.85623622,61628300000,558552000
ATVI,"Activision Blizzard, Inc",75.96,59448218654.58452,35.96038303,8.21602419,2.1448,3.4426,21.93208043,51356300000,782625000
UBER,"Uber Technologies, Inc.",29.63,59094290928.22331,,2.06869725,-4.5077,-0.2621,,59411400000,1994410000
MELI,"MercadoLibre, Inc.",1161.8,58432610145.28827,229.47144924,6.48369606,5.3715,1.6727,59.2522641,43708800000,50294900
OXY,Occidental Petroleum Corporation,64.13,58288663544.14727,5.54347554,1.86664288,12.8709,1.577,4.51660934,91989600000,908914000
SCCO,Southern Copper Corporation,74.59,57665419332.29727,22.44357508,5.73635231,3.323,4.3941,11.6568693,39962200000,773098000
MCO,Moody's Corporation,314.2,57561436622.82684,38.1496956,10.28000035,8.4188,11.7829,26.61723466,51106900000,183200000
NTES,"NetEase, Inc.",89.58,57490655287.38277,18.04844427,4.13836646,5.1328,3.8808,13.05921885,37702300000,622302800
BN,Brookfield Corporation,36.68,57340809752.54799,19.26168417,0.69994132,1.95875182,2.36974444,24.50245623,347165944000,1563275120
MET,"MetLife, Inc.",72.16,56617184196.33759,27.07354654,0.78297333,2.6998,7.3073,,67510600000.00001,784606000
EPD,Enterprise Products Partners L.P.,25.59,55672833242.31813,11.47193635,1.03841623,2.3197,2.0865,10.0365966,82298200000,2175570000
KLAC,KLA Corporation,387.68,54941358693.2691,16.41835837,5.42774206,24.4606,21.9182,12.95547434,56885400000,141718000
PXD,Pioneer Natural Resources Company,229.83,54607318185.14464,8.36032244,2.3642324,29.423,8.6138,4.5031638,57892500000,237599000
NSC,Norfolk Southern Corporation,238.21,54330082503.78929,17.19381106,4.32275143,,13.8795,11.42681525,71575100000,228076000
MAR,Marriott International,171.2,54191582112.60023,26.60145878,2.94254151,6.5842,3.3374,19.00569653,55023600000,316540000
VLO,Valero Energy Corporation,140.19,54046511845.97437,4.91625443,0.30881693,29.172,29.04,3.31388678,55106700000,385523000
MCK,McKesson Corporation,378.69,53695777528.02271,26.87398567,0.20087241,14.2508,7.2291,14.0148546,53789300000,141793000
MNST,Monster Beverage Corporation,102.37,53410898166.0642,45.3879101,8.80868609,2.292,2.5716,30.90953448,43769500000,521744000
SNPS,"Synopsys, Inc.",349.88,53327724990.45741,56.74014548,10.97400847,6.4334,6.2919,35.78885865,44697100000,152417000
EMR,Emerson Electric Company,89.69,53042668370.87286,16.50761421,2.70827441,5.4478,5.4184,14.82272525,58543300000,591400000
D,"Dominion Energy, Inc.",62.69,52238023397.24659,22.49153641,3.112228,2.801,3.9827,13.75212152,103019000000,833275000
DG,Dollar General Corporation,232.89,52068334976.70026,22.9487005,1.46829211,10.3439,10.1743,17.69955623,74855600000,223575000
F,Ford Motor Company,12.89,51824171585.28185,5.9996383,0.35165465,2.2555,4.4465,11.70513223,134591000000,4020492076
VMW,"Vmware, Inc.",121.8,51816953717.54663,37.49811605,4.02819408,3.3374,4.3088,18.13458814,55958000000,425426000
GM,General Motors Company,36.29,51557087086.20184,6.44213957,0.37560474,5.9365,6.701,6.69639302,131254000000,1420700000
SHOP,Shopify Inc.,47.19,51077826667.45087,,12.12085914,-2.5441,2.2884,,30555800000,1082389886
SRE,DBA Sempra,161.24,50683113801.22696,22.72095472,3.37973962,7.1451,4.0059,14.83699991,76393100000,314333000
PSX,Phillips 66,106.42,50297523752.84172,4.97456216,0.32344992,21.9186,2.9657,6.79786576,57979700000,472632000
CDNS,"Cadence Design Systems, Inc.",180.74,49579875233.91438,65.12159927,14.81138734,2.886,2.4957,42.39905592,44708000000,274316000
KHC,The Kraft Heinz Company,40.37,49450429485.71806,40.35997559,1.89900628,0.9921,0.8188,12.63455742,61159200000,1224930000
BIDU,"Baidu, Inc.",138.48,49439806927.10104,74.62430228,2.56809675,1.8905,4.3534,12.96316852,30327600000,276449559
ORLY,"O'Reilly Automotive, Inc.",789.63,49411813661.29023,23.53998779,3.50340803,33.0576,31.0969,16.60116138,51389400000,62575900
SNOW,Snowflake Inc.,152.92,49179073121.75877,,27.42213381,-2.283,-2.2644,,47641500000,321600000
KDP,Keurig Dr Pepper Inc.,34.72,49172243464.03688,27.15604946,3.62944962,1.2879,1.5029,18.00612546,63469300000,1416250000
AEP,"American Electric Power Company, Inc.",92.87,47722522451.63759,19.31914894,2.60606516,4.8331,4.9585,13.06490898,82387800000,513864000.00000006
SQ,"Block, Inc.",79.79,47720575537.22892,,2.92959798,-0.9259,0.3314,142.14109377,31999500000,598077578
PANW,"Palo Alto Networks, Inc.",157.63,47660523078.73344,,9.29429343,-0.4863,-0.9036,114.73245853,58218500000,302357000
EW,Edwards Lifesciences Corporation,76.06,47024893114.10802,33.64333075,9.09773481,2.3465,2.3813,25.99443066,50549400000,618260000
AIG,"American International Group, Inc. New",63.17,46934046723.68671,3.78718111,0.82859641,17.0634,10.8211,,69508400000,742980000
JCI,Johnson Controls International plc,68.26,46874404269.09747,31.30968622,1.88106724,2.2094,2.1898,17.65196865,43315900000,686704000
KKR,KKR & Co. Inc.,54.43,46870319489.13766,,6.48438868,-0.5824,7.313,,102577000000,861112000
HES,Hess Corporation,151.77,46791976746.8736,21.75789899,4.21768223,,7.1802,9.59000842,50999700000,308308000
APH,Amphenol Corporation,78.29,46589952711.19885,25.6623597,3.85988188,3.1913,3.06,16.67372821,50390700000,595095000
NXPI,NXP Semiconductors N.V.,179.48,46509522445.9588,18.08311419,3.71594074,10.1299,6.7877,11.22571082,46728600000,259135000
FDX,FedEx Corporation,184.08,46461265028.49622,14.97053971,0.51846999,12.8533,14.3571,8.24514808,80038300000,252397000
GIS,"General Mills, Inc.",78.21,46113453876.21105,16.2765913,2.42109236,4.8314,4.4194,17.38300253,61294900000,589611000
AZO,"AutoZone, Inc.",2428.58,46097913845.10013,19.86238324,2.80930574,123.1164,117.1854,14.65400176,57460100000,18981400
HSY,The Hershey Company,223.19,45772378268.58595,28.57142857,4.47083372,10.1379,7.1117,19.60743084,50363300000,205082777
AFL,AFLAC Incorporated,73.04,45415439741.70786,9.3087687,2.20160469,7.867,6.391,,43047400000,621789000
WDAY,"Workday, Inc.",176.48,45355360934.74997,,7.64486478,-1.2432,0.1156,200.47528209,37608900000,257000000
ADM,Archer-Daniels-Midland Company,82.25,45182738811.54491,10.85779572,0.45477409,,7.7087,12.19858254,59581900000,549334000
ADSK,"Autodesk, Inc.",209.12,45121301027.98179,74.38185602,9.41409204,2.8531,2.2387,46.00969956,47734100000,215767000
A,"Agilent Technologies, Inc.",151.74,44925969244.79106,37.25086733,6.77506133,4.2039,4.18,25.2572163,43096300000,296072000
ROP,"Roper Technologies, Inc.",423.48,44910922887.58389,39.00359389,8.25169046,11.2221,11.1273,22.99726413,52016100000,106052000
CTVA,"Corteva, Inc.",62.53,44677186316.63748,34.30245056,2.68131516,1.8735,2.3719,15.38701907,41428700000,714492000
CMG,"Chipotle Mexican Grill, Inc.",1609.86,44627109043.74061,56.17016241,5.36143995,28.9653,22.9029,34.90487955,44956400000,27721100
CTAS,Cintas Corporation,436.04,44310591140.94477,35.5787538,5.39536349,12.5278,11.6527,22.58336732,50737900000,101620000
LVS,Las Vegas Sands Corp.,57.88,44229941740.54447,,10.95252555,-1.3429,-1.3351,194.84829615,46365500000,764166000
FIS,"Fidelity National Information Services, Inc.",74.39,44141498772.21373,49.13894325,3.15629944,1.5417,0.6715,11.6275654,63042000000,593379000
TRV,"The Travelers Companies, Inc.",187.91,44036243865.74614,16.00827722,1.20900951,11.9317,11.8565,,51595900000,234348000
COF,Capital One Financial Corporation,115,43895333630.46436,6.59835238,1.17767224,17.8797,17.91,,78790800000,381699000
KMB,Kimberly-Clark Corporation,128.99,43533104838.38101,22.55265552,2.16304436,5.7304,5.7168,15.21109885,54357400000,337492000
ECL,Ecolab Inc.,150.46,42855231018.98706,38.81513569,3.14180899,3.9502,3.9083,22.07467344,50212500000,284828000
NUE,Nucor Corporation,166.37,42681174315.16714,5.80720376,1.02840641,28.8052,28.79,3.94656573,36710800000,256543999.99999997
CNC,Centene Corporation,74.7,42299599932.47841,21.96438996,0.30865024,3.4735,2.2811,,66963000000,566260000
MSI,"Motorola Solutions, Inc.",252.24,42175334482.86698,37.38262825,5.00052722,6.9972,7.1717,21.27342767,43994900000,167203000
IQV,"IQVIA Holdings, Inc.",226.28,42029252119.64492,37.33222705,3.03693788,6.2542,4.9538,18.32554819,45599900000,185740000
NEM,Newmont Corporation,52.74,41861782465.3087,42.28054873,3.49142575,1.2628,1.4557,8.68549437,35908900000,793739000
STZ,"Constellation Brands, Inc.",226.36,41773747857.29307,2325.10162602,4.51464293,0.3324,-0.2122,15.28494779,60857100000,184545416.5
MCHP,Microchip Technology Incorporated,75.68,41624656081.68899,23.69448511,5.6776519,3.3303,2.2716,13.73608498,41101800000,550009000
EXC,Exelon Corporation,41.75,41488727317.30032,19.25635104,1.78878134,2.1662,1.7408,12.82961021,74520900000,993742000
PAYX,"Paychex, Inc.",114.69,41341908487.08343,27.96457112,8.50165442,4.0674,3.8359,19.09425919,44491000000,360467000
AJG,Arthur J. Gallagher & Co.,195.3,41177050766.58996,37.28119109,4.93263282,5.3061,5.1904,18.72117345,42190300000,210840000
BIIB,Biogen Inc.,285.94,41175759498.83142,14.77926379,4.35144041,19.6813,10.4017,16.27535659,40375800000,144001000
ROST,"Ross Stores, Inc.",118.995,40978428558.23992,28.99507365,2.21960422,4.1408,4.8697,18.57190335,34564300000,344371000
DOW,Dow Inc.,57.95,40782850966.25064,9.44744389,0.73891269,6.2947,6.28,6.58760344,49223100000,703759000
DVN,Devon Energy Corporation,62.34,40751656664.75687,6.8719007,2.06848262,9.527,4.185,4.13921531,44703600000,653700000
DXCM,"DexCom, Inc.",105.49,40746369299.8229,193.22831794,16.27090232,0.5896,0.3864,98.01905475,34054199999.999996,386258000
PH,Parker-Hannifin Corporation,317.3,40743136955.24797,33.26814248,2.54449339,9.7489,10.0924,16.20138303,44939400000,128406000
KMI,"Kinder Morgan, Inc.",18.04,40549264326.51661,16.604378,2.0985382,1.1238,1.12,10.47736569,73058800000,2247740000
MSCI,MSCI Inc,506.56,40503604401.16143,50.16547505,18.92152128,10.4431,8.6966,34.24379406,37917100000,79958200
ET,Energy Transfer LP,13.1,40459025937.76946,9.92202005,0.47177045,1.3537,1.8905,8.83177104,96498900000,3088470000
LHX,"L3Harris Technologies, Inc.",211.91,40348258829.67153,36.86387653,2.41028454,5.823,9.0846,15.12018859,47107900000,190403000
TT,Trane Technologies plc,175.15,40338322748.09044,25.58236994,2.67480807,6.9912,5.8745,17.07964891,37652800000,230307000
BK,The Bank of New York Mellon Corporation,49.77,40228092086.47264,17.28173439,2.05232416,2.9136,2.9,,-11403700000,808280000
LULU,lululemon athletica inc.,302.59,40185397109.87685,34.17661675,5.32056084,9.1235,7.4855,22.17253762,42672200000,127602000
TEAM,Atlassian Corporation,156.94,40101306616.69467,,13.9878781,-0.897,-2.4244,,53524700000,255519693
IDXX,"IDEXX Laboratories, Inc.",482.95,39996448690.95473,61.93643567,12.26494605,7.9629,8.6038,43.1165652,28810900000,82817000
FTNT,"Fortinet, Inc.",51.05,39882099548.48671,57.84216881,10.26994143,0.9291,0.7263,43.75004219,38506600000,781236000
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,125.5,39812434833.4663,17.91738136,2.45256685,7.0396,7.4708,12.01493351,40182200000,317231000
