Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth)
WBD,"Warner Bros. Discovery, Inc. - Series A",14.415,-3.31991952,-0.495,Buy,10678764,153934383.06,35005327925.24246,,-1.6632,11000,Consumer Services,3.76551134
CL,Colgate-Palmolive Company,72.9232,1.86227127,1.3332,Sell,5078218,370319906.8576,60906487018.63738,33.70686002,2.1311,,Consumer Non-Durables,-32.55982596
MCK,McKesson Corporation,379.305,0.02768987,0.105,Buy,357589,135635295.645,53782980525.67181,26.87398567,14.2508,75000,Distribution Services,-1.14529531
CLF,Cleveland-Cliffs Inc.,21.2499,-1.71184089,-0.3701,Buy,4392320,93336360.768,10950126811.966831,4.67803358,4.757,26000,Non-Energy Minerals,364.63104326
SPGI,S&P Global Inc.,368.065,-1.42612282,-5.325,Buy,606728,223315341.32,119915577210.9481,31.21989967,12.0089,22850,Commercial Services,2.06244629
PBF,PBF Energy Inc.,42.005,-2.69863331,-1.165,Buy,1065673,44763594.365,5858021084.050151,2.24489478,19.776,3418,Energy Minerals,127.49728883
VRTX,Vertex Pharmaceuticals Incorporated,320.53,-0.28620314,-0.92,Buy,1163634,372979606.02,82277319133.13039,25.37055453,12.8071,3900,Health Technology,-19.54790499
ITW,Illinois Tool Works Inc.,230.7,0.01300559,0.03,Buy,417910,96411837,70867895192.05228,26.3315906,8.7907,45000,Producer Manufacturing,-12.05756515
ETN,"Eaton Corporation, PLC",161.37,-0.5362426,-0.87,Buy,589140,95069521.8,64176853142.66549,28.41032466,5.7438,85947,Producer Manufacturing,-37.84735812
EL,"Estee Lauder Companies, Inc. (The)",271.38,0.21788101,0.59,Buy,667749,181213723.62,96831731322.32391,45.1000966,6.0822,63000,Consumer Non-Durables,-33.23313293
HTZ,"Hertz Global Holdings, Inc",17.285,-1.6220831,-0.285,Buy,1109063,19170153.955,5772362785.350598,9.6110716,3.5288,23000,Finance,-18.92393321
ATUS,"Altice USA, Inc.",4.765,-1.75257732,-0.085,Sell,995162,4741946.93,2166512452.357732,3.43825323,1.4106,9000,Communications,-14.89060224
DG,Dollar General Corporation,234.33,-0.7538859,-1.78,Sell,837519,196255827.27,52390282687.49269,22.9487005,10.3439,163000,Retail Trade,-36.96532823
AON,Aon plc,317.55,-0.54807391,-1.75,Buy,427228,135666251.4,65686147249.20498,24.78767836,12.9701,50000,Finance,-22.59651779
SHW,Sherwin-Williams Company (The),232.02,1.52270937,3.48,Sell,1498651,347717005.02000004,60126457469.00762,29.60094292,7.8305,,Process Industries,
DINO,HF Sinclair Corporation,56.29,-1.17626404,-0.67,Buy,767295,43191035.55,11299121340.203123,5.40458479,10.5392,4208,Energy Minerals,-415.0652339
AAL,"American Airlines Group, Inc.",15.99,-2.678028,-0.44,Buy,16347164,261391152.36,10391915246.963482,562.67123288,0.1906,,Transportation,-351.02739726
BX,Blackstone Inc.,95.38,-0.50073023,-0.48,Buy,3706926,353566601.88,114257238516.47842,40.47629101,2.3697,,Finance,
ES,Eversource Energy (D/B/A),81.32,0.46948357,0.38,Sell,769692,62591353.44,28324358912.347416,20.13833599,4.0253,9227,Utilities,3.80379936
GPN,Global Payments Inc.,110.73,-1.75672079,-1.98,Buy,754579,83554532.67,29941519491.28587,503.16964286,0.2284,25000,Commercial Services,21.81649426
ETR,Entergy Corporation,108.21,-0.45993929,-0.5,Sell,428174,46332708.54,22018966428.9391,17.64514925,6.1876,12369,Utilities,-67.061506
OMF,"OneMain Holdings, Inc.",42.36,-1.39664804,-0.6,Buy,721555,30565069.8,5176895923.276536,5.67181126,7.6209,8800,Finance,1.58227848
RSG,"Republic Services, Inc.",124.675,0.66612838,0.825,Sell,664954,82903139.95,39397417462.27191,27.03558175,4.5899,35000,Industrial Services,15.14487079
APD,"Air Products and Chemicals, Inc.",313.71,-0.14006048,-0.44,Buy,433512,135997049.51999998,69601571091.50612,31.15949216,10.1058,21900,Process Industries,-71.97474168
AZO,"AutoZone, Inc.",2423.6,2.29008922,54.26,Buy,98041,237612167.6,46003386338.92426,19.86238324,123.1164,112000,Retail Trade,-12.35967158
OKE,"ONEOK, Inc.",67.55,-1.01113716,-0.69,Neutral,1246664,84212153.2,30191732124.029896,18.93399184,3.6121,2847,Industrial Services,806.52010359
HAL,Halliburton Company,40.68,0.39486673,0.16,Buy,4957855,201685541.4,36939342326.10858,23.43551186,1.7363,,Industrial Services,10.70143885
MCHP,Microchip Technology Incorporated,76.14,-1.98249228,-1.54,Buy,1869752,142362917.28,41877660069.50052,23.69448511,3.3303,21000,Electronic Technology,35.56664291
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,125.33,-0.01595533,-0.02,Buy,941543,118003584.19,39758505638.87116,17.91738136,7.0396,92000,Electronic Technology,-14.40080564
CTSH,Cognizant Technology Solutions Corporation,65.49,-0.33480444,-0.22,Buy,1989327,130281025.22999997,33656715144.070778,14.62953068,4.5002,330600,Technology Services,-23.6125474
STZ,"Constellation Brands, Inc.",228.77,-0.00874164,-0.02,Neutral,914599,209232813.23,42218502815.4839,2325.10162602,0.3324,10000,Consumer Non-Durables,-13.55888563
NTES,"NetEase, Inc.",90.22,-1.56028369,-1.43,Buy,1027363,92688689.86,57490655287.38277,18.04844427,5.1328,32064,Technology Services,4.74215981
ABC,AmerisourceBergen Corporation,165.42,0.76754386,1.26,Buy,668460,110576653.19999997,34021704686.12609,20.43341341,8.143,44000,Distribution Services,-0.96927394
SYY,Sysco Corporation,77.98,0.11554757,0.09,Sell,2480167,193403422.66,39517730673.1809,27.59023768,2.8404,71000,Transportation,-18.48866118
TRGP,"Targa Resources, Inc.",73.935,-1.87790312,-1.415,Neutral,487487,36042351.345,16737064618.117188,72.88643838,1.0759,2430,Utilities,126.73729348
DTE,DTE Energy Company,114.616,0.90324853,1.026,Sell,441564,50610299.424,23568393438.807076,19.65088921,5.8022,10300,Utilities,-405.14705882
INTU,Intuit Inc.,417.56,-1.19729308,-5.06,Buy,833660,348103069.6,117303189462.16869,64.39040741,6.6588,17300,Technology Services,17.29865246
AES,The AES Corporation,26.52,-1.66852058,-0.45,Sell,1931756,51230169.12,17714027398.02447,,-0.4131,8450,Utilities,-125.02923977
KDP,Keurig Dr Pepper Inc.,34.8,0.28818444,0.1,Sell,2279521,79327330.8,49285543564.18443,27.15604946,1.2879,27500,Consumer Non-Durables,22.85714286
KMB,Kimberly-Clark Corporation,128.81,-0.08532423,-0.11,Sell,806293,103858601.33,43472356261.9727,22.55265552,5.7304,,Consumer Non-Durables,7.77713291
DD,"DuPont de Nemours, Inc.",72.5143,-1.40815772,-1.0357,Neutral,1276012,92529116.97160003,36024303758.04373,20.25278114,3.6405,28000,Process Industries,-52.08548776
MAR,Marriott International,172.5,-1.04973326,-1.83,Buy,1091235,188238037.5,54603083612.28704,26.60145878,6.5842,120000,Consumer Services,-33.90957447
LH,Laboratory Corporation of America Holdings,252.025,-0.89461266,-2.275,Buy,162385,40925079.625,22329414883.05564,13.57251126,18.8739,75500,Health Services,51.07208029
CCEP,Coca-Cola Europacific Partners plc,55.345,0.46287893,0.255,Neutral,754305,41747010.225,25281000867.95153,15.88477841,3.4716,33200,Consumer Non-Durables,64.85005356
PH,Parker-Hannifin Corporation,319.68,-0.03752345,-0.12,Buy,421556,134763022.08,41048742583.84391,33.26814248,9.7489,55090,Producer Manufacturing,-6.48436139
CME,CME Group Inc.,176.435,0.42975865,0.755,Buy,740665,130679229.275,63468183693.11851,23.90008979,7.386,3480,Finance,-9.64616179
VMW,"Vmware, Inc.",122.16,-1.80064309,-2.24,Sell,655139,80031780.24,51970107275.33248,37.49811605,3.3374,37500,Technology Services,-2.67156863
RRC,Range Resources Corporation,24.7,-2.33293792,-0.59,Strong Sell,1328143,32805132.1,5968388726.053777,5.09971567,5.131,527,Energy Minerals,324.62100753
PDCE,"PDC Energy, Inc.",66.47,-4.51084614,-3.14,Sell,286871,19068315.37,6124855667.078725,3.5717401,19.7719,535,Energy Minerals,203.57533207
ZTS,Zoetis Inc.,164.54,-0.38745611,-0.64,Buy,1101550,181249037,76687481993.00859,37.75456561,4.3915,12100,Health Technology,3.76569038
ORLY,"O'Reilly Automotive, Inc.",791.08,2.5817913,19.91,Neutral,270649,214105010.92,49502548726.83849,23.53998779,33.0576,83636,Retail Trade,16.59337906
GIS,"General Mills, Inc.",78.17,0.35948132,0.28,Sell,1745417,136439246.89000002,46089869447.68468,16.2765913,4.8314,32500,Consumer Non-Durables,12.02903278
GLW,Corning Incorporated,36.485,-0.85597826,-0.315,Buy,3829183,139707741.755,30859428339.09307,17.1882298,2.1774,61200,Electronic Technology,121.04607721
FERG,Ferguson plc,140.24,-0.05701254,-0.08,Buy,422193,59208346.32,27921409692.523952,14.0090252,10.0718,36000,Distribution Services,-24.71516214
PARA,Paramount Global,22.865,-0.88859991,-0.205,Buy,5728248,130976390.52,14993448068.667316,4.92118006,4.7629,22965,Consumer Services,-69.59390863
PHM,"PulteGroup, Inc.",52.4,-0.41809198,-0.22,Buy,1516290,79453596,11937752950.186241,5.3413728,9.8958,6182,Consumer Durables,-43.83078657
JCI,Johnson Controls International plc,68.535,-0.45751634,-0.315,Buy,1795936,123084473.76,47063247825.70458,31.30968622,2.2094,102000,Producer Manufacturing,-27.95865633
DISH,DISH Network Corporation,14.02,-2.63888889,-0.38,Strong Sell,1880130,26359422.6,7440500784.773611,4.77279507,3.6254,14500,Consumer Services,-2.43225262
WRK,Westrock Company,37.59,-1.13098369,-0.43,Buy,927075,34848749.25,9565301471.302471,10.43129939,3.6727,50500,Process Industries,-20.93690249
LHX,"L3Harris Technologies, Inc.",212.26,0.07543612,0.16,Buy,1184158,251349377.08,40414899812.11872,36.86387653,5.823,47000,Electronic Technology,-3.17919075
BAX,Baxter International Inc.,45.39,-1.32608696,-0.61,Sell,2374993,107800932.27,22882041208.580215,,-4.7112,60000,Health Technology,27.61000863
ON,ON Semiconductor Corporation,71.52,-2.91841998,-2.15,Buy,2573139,184030901.28,30926931775.15732,19.11222954,3.9818,30000,Electronic Technology,221.93661093
CMI,Cummins Inc.,247.84,-0.34179098,-0.85,Buy,193652,47994711.68,34951010844.05485,18.53709805,13.5032,59900,Producer Manufacturing,-30.62898815
THC,Tenet Healthcare Corporation,52.66,-0.24625876,-0.13,Buy,717192,37767330.72,5693766978.810001,10.39582513,5.1928,101100,Health Services,-68.25950471
CNX,CNX Resources Corporation,16.58,0.30248034,0.05,Neutral,3161525,52418084.49999999,2992308867.6261334,,-0.0846,,Energy Minerals,45.33459574
APH,Amphenol Corporation,78.16,-0.62301335,-0.49,Neutral,827211,64654811.76,46512590419.04844,25.6623597,3.1913,,Electronic Technology,51.80130542
BBY,"Best Buy Co., Inc.",86.51,1.56139939,1.33,Strong Buy,1434079,124062174.29,19141587644.655434,12.73205584,6.7353,105000,Retail Trade,-40.31798766
CEG,Constellation Energy Corporation,83.865,-3.13582814,-2.715,Sell,1829294,153413741.31,27425357922.211884,,-0.4616,11696,Utilities,-129.32072227
BIDU,"Baidu, Inc.",139.96,0.66168009,0.92,Buy,4510333,631266206.6800001,49439806927.10104,74.62430228,1.8905,45500,Technology Services,-48.34770471
CTVA,"Corteva, Inc.",62.3,-2.39699201,-1.53,Neutral,1556871,96993063.3,44512853150.9118,34.30245056,1.8735,21000,Process Industries,35.55695406
BSX,Boston Scientific Corporation,45.665,-0.5336528,-0.245,Sell,3345888,152789975.52,65406494351.7384,110.59985546,0.4177,41000,Distribution Services,16.34275618
WDC,Western Digital Corporation,44.145,-1.83455637,-0.825,Buy,3154566,139258316.07000002,14022671486.322548,15.50261997,2.9316,65000,Electronic Technology,0.79787234
DLTR,"Dollar Tree, Inc.",149.2,-0.77808073,-1.17,Buy,1003047,149654612.39999998,33000723159.255173,20.96391925,7.2059,210565,Retail Trade,-77.5130674
BG,Bunge Limited Bunge Limited,96.67,-0.95286885,-0.93,Sell,375692,36318145.64,14481180819.431765,9.93040576,10.2884,22000,Process Industries,18.64707373
FOX,Fox Corporation,31.575,-0.14231499,-0.045,Buy,317382,10021336.65,17809108777.348194,15.84406474,1.9997,10600,Consumer Services,-26.82134571
IQV,"IQVIA Holdings, Inc.",227.085,-1.03935155,-2.385,Buy,336640,76445894.4,42178772837.14675,37.33222705,6.2542,79000,Health Services,71.4072971
FE,FirstEnergy Corp.,41.305,0.18190638,0.075,Neutral,1108711,45795307.855,23616264582.56064,18.78702269,2.1985,12395,Utilities,129.65964344
BKR,Baker Hughes Company,31.11,-0.60702875,-0.19,Buy,2485754,77331806.94,31155655975.476997,,-0.5963,,Industrial Services,-26.48221344
EBAY,eBay Inc.,48.87,-0.26530612,-0.13,Buy,2122957,103748908.58999997,26519748145.510403,,-5.4793,10800,Retail Trade,13.1390593
RS,Reliance Steel & Aluminum Co.,224.09,-1.14694076,-2.6,Buy,140176,31412039.84,13152044530.306189,7.41386359,31.0681,13700,Non-Energy Minerals,-43.77622378
M,Macy's Inc,23.455,1.62478336,0.375,Strong Buy,4610853,108147557.115,6358931212.041595,4.81053816,4.9224,88857,Retail Trade,658.19935691
JEF,Jefferies Financial Group Inc.,39.01,-0.30667007,-0.12,Buy,386411,15073893.11,8821511495.693842,10.68075117,3.7533,5556,Finance,157.22508548
AEE,Ameren Corporation,87,-0.20646937,-0.18,Sell,893772,77758164,22491430285.306263,21.8190009,4.0133,9116,Utilities,-18.44783715
PEG,Public Service Enterprise Group Incorporated,61.125,0.81642751,0.495,Neutral,1313459,80285181.375,30498303245.441616,44.5154185,1.3719,12684,Utilities,-649.16201117
R,"Ryder System, Inc.",92.635,-1.91126641,-1.805,Buy,52789,4890109.015,4655010288.514348,5.85365854,16.4589,42800,Finance,-77.39639847
AGR,"Avangrid, Inc.",42.25,0.21347249,0.09,Sell,204945,8658926.25,16334872667.463236,18.18025011,2.3216,7348,Utilities,15.43624161
IP,International Paper Company,38.035,-0.19679874,-0.075,Buy,2198487,83619453.04499999,13527909177.565336,7.24029182,5.3113,31000,Process Industries,-35.94290657
DQ,DAQO New Energy Corp.,43.88,-3.91942194,-1.79,Sell,631270,27700127.6,3424324780,2.14104554,21.8058,2399,Process Industries,14.26768023
SM,SM Energy Company,32.27,-2.6546003,-0.88,Sell,534001,17232212.27,3962628502.8361993,3.22076055,10.4559,506,Energy Minerals,104.69131185
MUR,Murphy Oil Corporation,43.24,-2.72215973,-1.21,Buy,968789,41890436.36,6721886271.207198,7.26544622,6.2065,,Energy Minerals,43.29927107
CZR,"Caesars Entertainment, Inc.",50.9,-2.88112956,-1.51,Buy,2023825,103012692.5,10921415289.288305,,-5.5374,49000,Consumer Services,187.39946381
CRK,"Comstock Resources, Inc.",11.875,-3.84615385,-0.475,Sell,1885553,22390941.875,2775872478.8461537,3.62180709,4.1459,205,Energy Minerals,157.22228113
BIIB,Biogen Inc.,284.855,-1.80122725,-5.225,Neutral,315516,89876310.18,41019517982.93217,14.77926379,19.6813,9610,Health Technology,-11.12220762
CIVI,"Civitas Resources, Inc.",64.655,-4.9610466,-3.375,Buy,343684,22220889.02,5502838292.152506,4.94529859,13.8517,322,Energy Minerals,28.26615577
RKT,"Rocket Companies, Inc.",9.3,-0.64102564,-0.06,Buy,1750543,16280049.9,18327119169.487183,11.27303384,0.8872,,Finance,527.51407735
WEC,"WEC Energy Group, Inc.",92.9,0.14013151,0.13,Sell,567760,52744904,29303867686.689667,21.26289251,4.3741,6938,Utilities,-414.25233645
TT,Trane Technologies plc,175.795,-0.69762187,-1.235,Buy,321729,56558349.55499999,40486870953.47164,25.58236994,6.9912,37000,Producer Manufacturing,5.72625698
TROW,"T. Rowe Price Group, Inc.",114.43,-1.59944965,-1.86,Sell,920148,105292535.64,25571078779.12159,17.38162143,6.7224,,Finance,-35.38386576
SIRI,Sirius XM Holdings Inc.,5.87,-0.84459459,-0.05,Strong Sell,4363713,25614995.31,22831584559.814186,20.2739726,0.2956,5590,Consumer Services,-3.25392214
KD,"Kyndryl Holdings, Inc.",13.05,-0.30557678,-0.04,Buy,662159,8641174.95,2959610442.1123,,-8.7366,90000,Technology Services,-113.48039216
GFS,GlobalFoundries Inc.,57.615,-2.743079,-1.625,Sell,582587,33565750.00500001,31404381672.0828,39.62276771,1.5329,14600,Electronic Technology,157.88579108
CNP,"CenterPoint Energy, Inc (Holding Co)",29.925,0.62205783,0.185,Sell,1733514,51875406.45,18838854017.340282,12.28113644,2.4271,12901,Utilities,-503.07101727
HSY,The Hershey Company,222.98,1.92905467,4.22,Neutral,529749,118123432.02,45729310929.38435,28.57142857,10.1379,18990,Consumer Non-Durables,26.15007102
PPL,PPL Corporation,29.485,-0.48936888,-0.145,Neutral,1401643,41327443.855,21710344411.764095,31.26846771,0.949,5607,Utilities,-37.60504202
JBL,Jabil Inc.,76.61,-0.7642487,-0.59,Buy,474023,36314902.03,10210201554.698704,11.19035195,7.0533,250000,Electronic Technology,-2.91970803
CG,The Carlyle Group Inc.,35.445,0.042337,0.015,Buy,1505135,53349510.075,12887990542.789585,7.40531728,4.8694,1850,Finance,99.49205663
LBTYA,Liberty Global plc,21.305,-0.39738195,-0.085,Buy,513901,10948660.805,10009482236.116177,1.8088642,11.9868,11200,Consumer Services,-25.99377809
PAGP,"Plains GP Holdings, L.P.",13.035,-3.72968981,-0.505,Buy,1099413,14330848.455,2532518739.7289515,12.628241,1.0722,4100,Industrial Services,114.37823834
TDG,Transdigm Group Inc.,706.785,-0.54946601,-3.905,Buy,162224,114657489.83999997,38431151409.39015,52.88934533,13.4373,14400,Electronic Technology,2.5990099
ADT,ADT Inc.,8.63,0.34883721,0.03,Sell,765654,6607594.02,7410777905.491861,,-0.0449,25000,Commercial Services,-0.55636796
OLN,Olin Corporation,62.65,0.01596424,0.01,Strong Buy,1165041,72989818.64999999,8580596915.446198,7.07604717,9.0635,,Process Industries,9.38717216
MCO,Moody's Corporation,316.275,-1.03416985,-3.305,Buy,464047,146766464.92499998,57941576600.52374,38.1496956,8.4188,13460,Commercial Services,-8.57282026
IFF,"International Flavors & Fragrances, Inc.",111.76,-0.08046491,-0.09,Neutral,486644,54387333.44000001,28494580643.83514,,-6.8784,24000,Consumer Non-Durables,99.11775518
PAA,"Plains All American Pipeline, L.P.",12.415,-4.20524691,-0.545,Buy,3538361,43928751.815,8669800528.934797,8.93361825,1.4507,4100,Industrial Services,113.91752577
ATVI,"Activision Blizzard, Inc",76.145,-0.60697037,-0.465,Buy,2539813,193394060.885,59593004337.19508,35.96038303,2.1448,9800,Technology Services,7.35970561
OMC,Omnicom Group Inc.,84.8278,-0.53025328,-0.4522,Buy,573311,48632710.8458,17297755802.756584,13.6877247,6.2708,71700,Commercial Services,-22.41086587
ECL,Ecolab Inc.,150.76,-1.03065713,-1.57,Sell,389466,58715894.16,42940679439.20304,38.81513569,3.9502,47000,Process Industries,3.47870478
BEN,"Franklin Resources, Inc.",31.789,3.47981771,1.069,Strong Buy,5378230,170968553.47,15902703007.613054,12.15093743,2.5312,9800,Finance,62.15208532
BEPC,Brookfield Renewable Corporation,31.34,0.60995185,0.19,Buy,389336,12201790.24,5397327429.816373,16.5753206,1.8793,,Utilities,-254.9273021
MGM,MGM Resorts International,39.995,-2.4750061,-1.015,Buy,3519671,140769241.64499998,15358891037.354301,14.02147155,2.9664,59000,Consumer Services,152.50573349
ROST,"Ross Stores, Inc.",119.31,-0.14228323,-0.17,Buy,965506,115194520.86,41086905426.98101,28.99507365,4.1408,100000,Retail Trade,-35.83216517
CBRE,CBRE Group Inc,84,-0.54463651,-0.46,Buy,523637,43985508,26539675127.823826,13.94903301,6.1473,105000,Finance,87.78481695
DGX,Quest Diagnostics Incorporated,146.22,0.4051363,0.59,Neutral,359359,52545472.98,16652625899.445446,14.35046955,10.3444,49000,Health Services,15.31190926
EVRG,"Evergy, Inc.",61.74,0,0,Sell,556180,34338553.20000001,14171577240,17.81252705,3.4745,4930,Utilities,-420.82687339
GWW,"W.W. Grainger, Inc.",576.33,0.7939978,4.54,Strong Buy,262331,151189225.23000002,29121528762.128178,20.33074483,28.2897,24200,Distribution Services,-26.34989201
AN,"AutoNation, Inc.",124.01,2.16674905,2.63,Strong Buy,465823,57766710.23,6147467401.393559,4.967668,24.5596,22200,Retail Trade,51.55435649
LUV,Southwest Airlines Company,35.53,-1.95916115,-0.71,Sell,4214952,149757244.56,21096010040.416664,45.85020243,0.9088,,Transportation,-107.39922695
CE,Celanese Corporation Celanese Corporation,121.9263,1.18365145,1.4263,Strong Buy,581049,70845154.6887,13220233399.335691,7.96583615,15.2307,8529,Process Industries,31.7671093
AA,Alcoa Corporation,50.6,-4.07582938,-2.15,Neutral,3025131,153071628.6,8953020513.747868,,-0.7158,,Non-Energy Minerals,-35.47169811
MTDR,Matador Resources Company,64.52,-4.10225922,-2.76,Buy,574567,37071062.84,7623781255.439952,6.85718945,9.9633,286,Energy Minerals,205.61357401
CMS,CMS Energy Corporation,62.76,0.43206913,0.27,Buy,1104699,69330909.24,18216190083.56985,14.02977032,4.4631,9778,Utilities,75.16908213
